Invoice_ID,Invoice_Date,Due_Date,Customer_ID,Department_ID,Invoice_Category,Invoice_Amount,Paid_Amount,Outstanding_Amount,Payment_Status,Region_ID
INV-013264,2025-03-14,2025-04-13,CUS-01435,DEP-005,Product Sales,19100.7,12273.44,6827.26,Partially Paid,REG-02
INV-013268,2025-03-14,2025-04-13,CUS-00272,DEP-009,Consulting,6216.84,0.0,6216.84,Pending,REG-08
INV-014367,2025-03-14,2025-05-13,CUS-01078,DEP-008,Consulting,15570.72,0.0,15570.72,Overdue,REG-02
INV-014691,2025-03-14,2025-04-28,CUS-01275,DEP-009,Consulting,5150.63,5150.63,0.0,Paid,REG-08
INV-000265,2025-03-15,2025-04-14,CUS-01679,DEP-005,Consulting,50370.71,0.0,50370.71,Overdue,REG-06
INV-001960,2025-03-15,2025-04-14,CUS-00030,DEP-007,Service Revenue,23123.45,23123.45,0.0,Paid,REG-03
INV-002633,2025-03-15,2025-04-14,CUS-01066,DEP-007,Service Revenue,4069.05,2303.27,1765.78,Partially Paid,REG-04
INV-003556,2025-03-15,2025-04-14,CUS-00152,DEP-004,Implementation,8798.97,8798.97,0.0,Paid,REG-08
INV-004660,2025-03-15,2025-04-14,CUS-00012,DEP-008,Implementation,68788.41,49497.71,19290.7,Partially Paid,REG-06
INV-007051,2025-03-15,2025-04-14,CUS-01915,DEP-002,Service Revenue,51749.08,51749.08,0.0,Paid,REG-01
INV-007454,2025-03-15,2025-04-14,CUS-00028,DEP-009,Service Revenue,192069.31,0.0,192069.31,Pending,REG-08
INV-008401,2025-03-15,2025-04-14,CUS-01650,DEP-007,Implementation,12779.03,12779.03,0.0,Paid,REG-03
INV-008765,2025-03-15,2025-03-30,CUS-01979,DEP-006,Consulting,15371.52,9862.02,5509.5,Partially Paid,REG-01
INV-008798,2025-03-15,2025-04-29,CUS-01396,DEP-003,Maintenance,22851.72,6616.45,16235.27,Partially Paid,REG-01
INV-011484,2025-03-15,2025-04-14,CUS-00629,DEP-003,Implementation,15245.91,15245.91,0.0,Paid,REG-02
INV-011568,2025-03-15,2025-03-30,CUS-00323,DEP-002,Subscription,12732.01,12732.01,0.0,Paid,REG-03
INV-011835,2025-03-15,2025-04-14,CUS-01964,DEP-002,Maintenance,10011.92,10011.92,0.0,Paid,REG-03
INV-012739,2025-03-15,2025-04-14,CUS-00438,DEP-007,Consulting,36538.89,36538.89,0.0,Paid,REG-02
INV-013798,2025-03-15,2025-05-14,CUS-01666,DEP-006,Service Revenue,3152.73,0.0,3152.73,Pending,REG-08
INV-013904,2025-03-15,2025-04-14,CUS-01416,DEP-006,Implementation,11729.15,11729.15,0.0,Paid,REG-04
INV-014977,2025-03-15,2025-04-14,CUS-01738,DEP-009,Implementation,8017.37,1603.47,6413.9,Pending,REG-03
INV-000337,2025-03-16,2025-04-15,CUS-00794,DEP-003,Other Revenue,10855.02,0.0,10855.02,Pending,REG-01
INV-001731,2025-03-16,2025-04-15,CUS-01392,DEP-010,Support,13713.37,13713.37,0.0,Paid,REG-08
INV-001956,2025-03-16,2025-05-15,CUS-00851,DEP-009,Product Sales,2596.37,0.0,2596.37,Pending,REG-01
INV-002971,2025-03-16,2025-04-15,CUS-01139,DEP-010,Support,36952.1,14228.92,22723.18,Partially Paid,REG-04
INV-003552,2025-03-16,2025-04-15,CUS-01266,DEP-001,Implementation,22693.9,22693.9,0.0,Paid,REG-08
INV-003809,2025-03-16,2025-05-15,CUS-00570,DEP-007,Support,38735.43,0.0,38735.43,Overdue,REG-04
INV-003826,2025-03-16,2025-05-15,CUS-00462,DEP-010,Product Sales,16480.42,6174.97,10305.45,Partially Paid,REG-03
INV-004804,2025-03-16,2025-04-15,CUS-01592,DEP-009,Maintenance,6022.86,6022.86,0.0,Paid,REG-03
INV-005845,2025-03-16,2025-05-15,CUS-00457,DEP-001,Service Revenue,20124.65,20124.65,0.0,Paid,REG-08
INV-006197,2025-03-16,2025-04-15,CUS-00407,DEP-001,Support,12715.7,8855.88,3859.82,Partially Paid,REG-07
INV-007360,2025-03-16,2025-04-15,CUS-01343,DEP-002,Support,25167.11,6607.13,18559.98,Partially Paid,REG-03
INV-008962,2025-03-16,2025-04-15,CUS-01442,DEP-001,Product Sales,3468.92,3468.92,0.0,Paid,REG-08
INV-010431,2025-03-16,2025-04-15,CUS-01942,DEP-002,Support,13986.85,13986.85,0.0,Paid,REG-08
INV-010562,2025-03-16,2025-04-15,CUS-01744,DEP-004,Service Revenue,7877.58,787.76,7089.82,Pending,REG-05
INV-010993,2025-03-16,2025-04-15,CUS-00471,DEP-005,Support,29461.47,29461.47,0.0,Paid,REG-01
INV-011068,2025-03-16,2025-04-15,CUS-00137,DEP-002,Maintenance,7486.51,7486.51,0.0,Paid,REG-07
INV-012757,2025-03-16,2025-04-30,CUS-00999,DEP-010,Maintenance,6632.76,6632.76,0.0,Paid,REG-07
INV-012907,2025-03-16,2025-04-15,CUS-01015,DEP-010,Support,11010.1,11010.1,0.0,Paid,REG-02
INV-013468,2025-03-16,2025-04-15,CUS-01735,DEP-010,Consulting,11745.04,11745.04,0.0,Paid,REG-04
INV-013510,2025-03-16,2025-03-31,CUS-01559,DEP-009,Other Revenue,6216.13,6216.13,0.0,Paid,REG-01
INV-014553,2025-03-16,2025-04-15,CUS-01809,DEP-009,Product Sales,19016.45,19016.45,0.0,Paid,REG-01
INV-014872,2025-03-16,2025-04-15,CUS-01187,DEP-006,Support,3920.81,3920.81,0.0,Paid,REG-03
INV-000715,2025-03-17,2025-04-16,CUS-00361,DEP-009,Consulting,110128.72,110128.72,0.0,Paid,REG-01
INV-004313,2025-03-17,2025-05-01,CUS-01024,DEP-006,Other Revenue,27768.04,19876.01,7892.03,Partially Paid,REG-04
INV-006117,2025-03-17,2025-04-16,CUS-00219,DEP-001,Implementation,12051.87,12051.87,0.0,Paid,REG-08
INV-007443,2025-03-17,2025-05-16,CUS-00204,DEP-003,Other Revenue,10985.96,0.0,10985.96,Overdue,REG-02
INV-008745,2025-03-17,2025-04-16,CUS-00185,DEP-009,Subscription,6576.7,0.0,6576.7,Pending,REG-01
INV-008818,2025-03-17,2025-04-16,CUS-00093,DEP-009,Implementation,13881.54,13881.54,0.0,Paid,REG-03
INV-010805,2025-03-17,2025-05-01,CUS-01405,DEP-005,Support,45532.78,45532.78,0.0,Paid,REG-06
INV-012137,2025-03-17,2025-04-16,CUS-00756,DEP-004,Support,14484.13,3768.93,10715.2,Partially Paid,REG-02
INV-012206,2025-03-17,2025-04-16,CUS-01869,DEP-010,Service Revenue,9844.31,0.0,9844.31,Overdue,REG-08
INV-012873,2025-03-17,2025-04-16,CUS-00380,DEP-005,Product Sales,97764.02,0.0,97764.02,Overdue,REG-05
INV-014947,2025-03-17,2025-04-16,CUS-00971,DEP-003,Service Revenue,66431.4,34389.38,32042.02,Partially Paid,REG-03
INV-000654,2025-03-18,2025-04-17,CUS-01817,DEP-008,Support,104894.19,54009.43,50884.76,Partially Paid,REG-05
INV-001553,2025-03-18,2025-04-17,CUS-00192,DEP-004,Other Revenue,9582.87,3459.19,6123.68,Partially Paid,REG-01
INV-001995,2025-03-18,2025-04-17,CUS-01117,DEP-009,Other Revenue,9904.23,4863.33,5040.9,Partially Paid,REG-02
INV-002476,2025-03-18,2025-04-17,CUS-00469,DEP-007,Service Revenue,41394.93,41394.93,0.0,Paid,REG-04
INV-003058,2025-03-18,2025-04-17,CUS-00849,DEP-009,Service Revenue,12981.25,0.0,12981.25,Pending,REG-04
INV-003492,2025-03-18,2025-04-17,CUS-01746,DEP-003,Subscription,7428.25,7428.25,0.0,Paid,REG-03
INV-003914,2025-03-18,2025-04-17,CUS-00591,DEP-010,Consulting,32296.52,0.0,32296.52,Overdue,REG-02
INV-004663,2025-03-18,2025-05-02,CUS-01358,DEP-009,Maintenance,28187.09,0.0,28187.09,Overdue,REG-01
INV-005561,2025-03-18,2025-04-17,CUS-00382,DEP-005,Maintenance,9396.26,0.0,9396.26,Overdue,REG-07
INV-006859,2025-03-18,2025-04-02,CUS-00676,DEP-004,Other Revenue,33903.5,28469.0,5434.5,Partially Paid,REG-05
INV-007415,2025-03-18,2025-04-17,CUS-00607,DEP-008,Maintenance,12967.86,12967.86,0.0,Paid,REG-04
INV-007834,2025-03-18,2025-04-17,CUS-00419,DEP-009,Consulting,10865.61,10865.61,0.0,Paid,REG-04
INV-008071,2025-03-18,2025-04-02,CUS-00880,DEP-009,Maintenance,7312.37,7312.37,0.0,Paid,REG-08
INV-008648,2025-03-18,2025-04-17,CUS-00317,DEP-003,Other Revenue,128872.46,128872.46,0.0,Paid,REG-01
INV-008709,2025-03-18,2025-04-17,CUS-01477,DEP-008,Maintenance,7227.29,7227.29,0.0,Paid,REG-02
INV-010434,2025-03-18,2025-04-17,CUS-01168,DEP-003,Implementation,23719.44,23719.44,0.0,Paid,REG-05
INV-012380,2025-03-18,2025-05-02,CUS-00318,DEP-010,Service Revenue,2019.9,0.0,2019.9,Cancelled,REG-07
INV-012594,2025-03-18,2025-04-17,CUS-00717,DEP-008,Maintenance,59990.78,59990.78,0.0,Paid,REG-02
INV-012681,2025-03-18,2025-04-17,CUS-00091,DEP-002,Service Revenue,3803.24,0.0,3803.24,Overdue,REG-05
INV-012984,2025-03-18,2025-04-17,CUS-01955,DEP-002,Other Revenue,12326.33,0.0,12326.33,Overdue,REG-03
INV-014275,2025-03-18,2025-04-17,CUS-01721,DEP-007,Consulting,28273.96,28273.96,0.0,Paid,REG-08
INV-000410,2025-03-19,2025-04-18,CUS-01686,DEP-009,Subscription,35629.21,35629.21,0.0,Paid,REG-05
INV-002737,2025-03-19,2025-04-18,CUS-01183,DEP-005,Service Revenue,5863.43,1172.69,4690.74,Pending,REG-05
INV-003370,2025-03-19,2025-04-03,CUS-01872,DEP-008,Implementation,9871.11,0.0,9871.11,Cancelled,REG-08
INV-004896,2025-03-19,2025-05-03,CUS-00301,DEP-002,Implementation,6727.02,1345.4,5381.62,Pending,REG-03
INV-005654,2025-03-19,2025-04-18,CUS-00912,DEP-001,Subscription,7614.61,7614.61,0.0,Paid,REG-06
INV-005758,2025-03-19,2025-04-18,CUS-01970,DEP-006,Implementation,15298.85,15298.85,0.0,Paid,REG-01
INV-006880,2025-03-19,2025-04-18,CUS-00844,DEP-005,Service Revenue,26693.55,0.0,26693.55,Cancelled,REG-03
INV-007033,2025-03-19,2025-04-03,CUS-01229,DEP-005,Support,20261.85,16476.58,3785.27,Partially Paid,REG-02
INV-007748,2025-03-19,2025-04-03,CUS-00170,DEP-005,Other Revenue,40042.35,0.0,40042.35,Overdue,REG-02
INV-008223,2025-03-19,2025-05-18,CUS-01221,DEP-008,Consulting,32685.53,3268.55,29416.98,Overdue,REG-01
INV-008909,2025-03-19,2025-04-18,CUS-01597,DEP-002,Implementation,3474.46,3474.46,0.0,Paid,REG-05
INV-009003,2025-03-19,2025-05-03,CUS-00434,DEP-004,Maintenance,45283.98,45283.98,0.0,Paid,REG-02
INV-009318,2025-03-19,2025-04-18,CUS-01391,DEP-006,Support,23656.62,23656.62,0.0,Paid,REG-04
INV-009677,2025-03-19,2025-04-18,CUS-00179,DEP-003,Product Sales,29486.95,5897.39,23589.56,Overdue,REG-08
INV-012149,2025-03-19,2025-04-18,CUS-01670,DEP-005,Support,123616.45,123616.45,0.0,Paid,REG-05
INV-012543,2025-03-19,2025-04-18,CUS-01149,DEP-007,Subscription,3282.96,328.3,2954.66,Pending,REG-01
INV-012843,2025-03-19,2025-04-03,CUS-01328,DEP-004,Consulting,62900.41,62900.41,0.0,Paid,REG-07
INV-012934,2025-03-19,2025-04-18,CUS-00396,DEP-009,Subscription,3854.04,3854.04,0.0,Paid,REG-06
INV-013048,2025-03-19,2025-05-18,CUS-01177,DEP-006,Consulting,9152.54,9152.54,0.0,Paid,REG-08
INV-013108,2025-03-19,2025-05-18,CUS-01160,DEP-006,Other Revenue,24066.82,14010.91,10055.91,Partially Paid,REG-02
INV-013550,2025-03-19,2025-05-03,CUS-01416,DEP-010,Subscription,25135.52,5027.1,20108.42,Pending,REG-03
INV-014165,2025-03-19,2025-04-18,CUS-00858,DEP-005,Other Revenue,29740.01,29740.01,0.0,Paid,REG-03
INV-000313,2025-03-20,2025-04-19,CUS-01756,DEP-006,Consulting,14296.19,0.0,14296.19,Overdue,REG-03
INV-000672,2025-03-20,2025-05-04,CUS-00514,DEP-001,Consulting,32255.7,0.0,32255.7,Cancelled,REG-04
INV-001823,2025-03-20,2025-04-04,CUS-00542,DEP-005,Service Revenue,15581.57,7584.6,7996.97,Partially Paid,REG-01
INV-001886,2025-03-20,2025-04-19,CUS-01158,DEP-002,Maintenance,28253.9,28253.9,0.0,Paid,REG-08
INV-002262,2025-03-20,2025-04-19,CUS-01801,DEP-010,Other Revenue,11369.4,3571.7,7797.7,Partially Paid,REG-03
INV-002634,2025-03-20,2025-04-19,CUS-00557,DEP-003,Other Revenue,10750.6,6657.92,4092.68,Partially Paid,REG-08
INV-002669,2025-03-20,2025-05-19,CUS-00042,DEP-006,Service Revenue,13025.55,0.0,13025.55,Pending,REG-03
INV-002844,2025-03-20,2025-04-19,CUS-01904,DEP-001,Support,26622.42,26622.42,0.0,Paid,REG-05
INV-002887,2025-03-20,2025-05-04,CUS-00657,DEP-004,Implementation,94325.36,94325.36,0.0,Paid,REG-04
INV-003878,2025-03-20,2025-05-04,CUS-00992,DEP-010,Implementation,1946.15,1423.21,522.94,Partially Paid,REG-03
INV-004760,2025-03-20,2025-04-19,CUS-01954,DEP-005,Product Sales,32464.23,0.0,32464.23,Overdue,REG-03
INV-004784,2025-03-20,2025-04-19,CUS-00778,DEP-004,Implementation,16524.77,3304.95,13219.82,Pending,REG-08
INV-005103,2025-03-20,2025-04-04,CUS-01597,DEP-003,Implementation,23137.18,23137.18,0.0,Paid,REG-01
INV-005563,2025-03-20,2025-04-19,CUS-01351,DEP-003,Product Sales,11237.13,0.0,11237.13,Cancelled,REG-02
INV-005577,2025-03-20,2025-04-19,CUS-00292,DEP-003,Product Sales,15315.02,12689.28,2625.74,Partially Paid,REG-06
INV-006967,2025-03-20,2025-04-19,CUS-01420,DEP-002,Maintenance,4691.53,4691.53,0.0,Paid,REG-03
INV-007195,2025-03-20,2025-04-19,CUS-01583,DEP-001,Service Revenue,20051.15,11682.93,8368.22,Partially Paid,REG-02
INV-011022,2025-03-20,2025-04-19,CUS-00771,DEP-009,Product Sales,16483.03,16483.03,0.0,Paid,REG-06
INV-011181,2025-03-20,2025-04-19,CUS-01929,DEP-008,Maintenance,15652.25,15652.25,0.0,Paid,REG-03
INV-011558,2025-03-20,2025-05-19,CUS-01656,DEP-008,Consulting,25312.89,20365.63,4947.26,Partially Paid,REG-05
INV-013371,2025-03-20,2025-05-19,CUS-01035,DEP-010,Other Revenue,7023.16,0.0,7023.16,Pending,REG-05
INV-013722,2025-03-20,2025-04-19,CUS-00341,DEP-001,Product Sales,40489.71,40489.71,0.0,Paid,REG-03
INV-014144,2025-03-20,2025-04-19,CUS-00208,DEP-003,Product Sales,19922.78,19922.78,0.0,Paid,REG-05
INV-014850,2025-03-20,2025-04-19,CUS-01819,DEP-006,Service Revenue,22649.19,22649.19,0.0,Paid,REG-06
INV-000553,2025-03-21,2025-04-20,CUS-01130,DEP-006,Other Revenue,23196.4,23196.4,0.0,Paid,REG-05
INV-000897,2025-03-21,2025-05-05,CUS-00719,DEP-007,Product Sales,11569.62,9027.64,2541.98,Partially Paid,REG-03
INV-000914,2025-03-21,2025-04-20,CUS-00303,DEP-001,Service Revenue,30425.06,30425.06,0.0,Paid,REG-03
INV-000946,2025-03-21,2025-04-20,CUS-00556,DEP-002,Service Revenue,45546.82,45546.82,0.0,Paid,REG-01
INV-001967,2025-03-21,2025-05-05,CUS-00826,DEP-006,Support,47809.05,47809.05,0.0,Paid,REG-06
INV-004266,2025-03-21,2025-04-20,CUS-00649,DEP-009,Maintenance,3974.94,3974.94,0.0,Paid,REG-06
INV-004466,2025-03-21,2025-05-05,CUS-01919,DEP-002,Implementation,39670.54,39670.54,0.0,Paid,REG-08
INV-004793,2025-03-21,2025-04-20,CUS-00756,DEP-002,Subscription,65984.49,0.0,65984.49,Pending,REG-01
INV-005500,2025-03-21,2025-04-20,CUS-01137,DEP-001,Implementation,2908.71,2908.71,0.0,Paid,REG-01
INV-005597,2025-03-21,2025-04-20,CUS-00453,DEP-007,Other Revenue,12411.08,12411.08,0.0,Paid,REG-03
INV-006077,2025-03-21,2025-05-20,CUS-01642,DEP-006,Product Sales,11636.8,11636.8,0.0,Paid,REG-07
INV-006710,2025-03-21,2025-04-20,CUS-00562,DEP-004,Maintenance,41260.58,41260.58,0.0,Paid,REG-07
INV-006899,2025-03-21,2025-05-20,CUS-01000,DEP-002,Consulting,3006.63,3006.63,0.0,Paid,REG-05
INV-008918,2025-03-21,2025-04-20,CUS-01043,DEP-010,Service Revenue,47527.01,0.0,47527.01,Overdue,REG-01
INV-010023,2025-03-21,2025-04-20,CUS-00430,DEP-010,Subscription,100528.45,100528.45,0.0,Paid,REG-08
INV-011686,2025-03-21,2025-04-20,CUS-01326,DEP-007,Support,2297.67,2297.67,0.0,Paid,REG-01
INV-013325,2025-03-21,2025-04-05,CUS-01865,DEP-009,Maintenance,10714.37,10714.37,0.0,Paid,REG-01
INV-013719,2025-03-21,2025-05-20,CUS-00718,DEP-002,Other Revenue,21093.54,0.0,21093.54,Pending,REG-08
INV-000144,2025-03-22,2025-05-06,CUS-00699,DEP-010,Product Sales,17185.98,17185.98,0.0,Paid,REG-05
INV-000245,2025-03-22,2025-04-21,CUS-00232,DEP-004,Product Sales,4126.95,4126.95,0.0,Paid,REG-04
INV-000355,2025-03-22,2025-04-21,CUS-01264,DEP-009,Subscription,20750.47,0.0,20750.47,Pending,REG-04
INV-002716,2025-03-22,2025-05-21,CUS-00990,DEP-003,Subscription,14085.62,14085.62,0.0,Paid,REG-08
INV-003211,2025-03-22,2025-04-21,CUS-00675,DEP-005,Implementation,21536.88,21536.88,0.0,Paid,REG-04
INV-003994,2025-03-22,2025-05-06,CUS-01570,DEP-007,Consulting,49727.13,34916.71,14810.42,Partially Paid,REG-07
INV-004335,2025-03-22,2025-04-21,CUS-01001,DEP-006,Implementation,48787.95,48787.95,0.0,Paid,REG-03
INV-004769,2025-03-22,2025-04-21,CUS-00522,DEP-006,Maintenance,3897.98,3897.98,0.0,Paid,REG-02
INV-004829,2025-03-22,2025-05-06,CUS-00209,DEP-006,Other Revenue,15474.12,15474.12,0.0,Paid,REG-06
INV-005303,2025-03-22,2025-04-21,CUS-00049,DEP-010,Consulting,6200.48,6200.48,0.0,Paid,REG-08
INV-005502,2025-03-22,2025-05-21,CUS-00333,DEP-003,Service Revenue,17725.34,17725.34,0.0,Paid,REG-04
INV-006161,2025-03-22,2025-04-21,CUS-00038,DEP-007,Maintenance,4724.66,4724.66,0.0,Paid,REG-07
INV-006221,2025-03-22,2025-04-21,CUS-00893,DEP-002,Support,14376.03,0.0,14376.03,Cancelled,REG-07
INV-006245,2025-03-22,2025-04-06,CUS-01371,DEP-007,Service Revenue,18499.14,18499.14,0.0,Paid,REG-05
INV-006655,2025-03-22,2025-04-21,CUS-01546,DEP-006,Implementation,23666.63,7233.27,16433.36,Partially Paid,REG-03
INV-006858,2025-03-22,2025-05-06,CUS-01982,DEP-001,Consulting,18134.59,6155.63,11978.96,Partially Paid,REG-05
INV-008533,2025-03-22,2025-05-21,CUS-00157,DEP-005,Consulting,74870.45,14974.09,59896.36,Pending,REG-06
INV-009322,2025-03-22,2025-04-21,CUS-01667,DEP-007,Subscription,14147.7,14147.7,0.0,Paid,REG-05
INV-010193,2025-03-22,2025-04-21,CUS-01387,DEP-001,Support,19129.79,19129.79,0.0,Paid,REG-03
INV-011053,2025-03-22,2025-04-21,CUS-01514,DEP-010,Support,59330.53,45526.09,13804.44,Partially Paid,REG-06
INV-011813,2025-03-22,2025-05-06,CUS-00511,DEP-009,Maintenance,2859.07,2859.07,0.0,Paid,REG-07
INV-014035,2025-03-22,2025-04-21,CUS-01718,DEP-003,Maintenance,11257.96,11257.96,0.0,Paid,REG-05
INV-014048,2025-03-22,2025-04-21,CUS-00095,DEP-006,Maintenance,17476.66,0.0,17476.66,Pending,REG-03
INV-014700,2025-03-22,2025-05-06,CUS-01503,DEP-007,Subscription,14281.86,14281.86,0.0,Paid,REG-08
INV-000233,2025-03-23,2025-04-22,CUS-00024,DEP-007,Product Sales,17426.0,17426.0,0.0,Paid,REG-03
INV-000835,2025-03-23,2025-04-22,CUS-01117,DEP-010,Product Sales,7611.32,7611.32,0.0,Paid,REG-01
INV-001458,2025-03-23,2025-04-22,CUS-00698,DEP-007,Maintenance,20612.16,20612.16,0.0,Paid,REG-07
INV-001725,2025-03-23,2025-05-22,CUS-01360,DEP-004,Other Revenue,43286.33,4328.63,38957.7,Pending,REG-04
INV-002436,2025-03-23,2025-04-07,CUS-01116,DEP-005,Support,26956.94,18445.1,8511.84,Partially Paid,REG-01
INV-003493,2025-03-23,2025-04-22,CUS-01491,DEP-010,Implementation,15048.64,15048.64,0.0,Paid,REG-07
INV-004572,2025-03-23,2025-04-22,CUS-01642,DEP-003,Other Revenue,38420.09,38420.09,0.0,Paid,REG-01
INV-005504,2025-03-23,2025-04-22,CUS-00657,DEP-006,Implementation,9320.33,0.0,9320.33,Pending,REG-04
INV-005936,2025-03-23,2025-04-22,CUS-00237,DEP-005,Consulting,35320.58,35320.58,0.0,Paid,REG-06
INV-006545,2025-03-23,2025-04-22,CUS-01278,DEP-010,Maintenance,12195.34,12195.34,0.0,Paid,REG-07
INV-006832,2025-03-23,2025-04-22,CUS-00649,DEP-009,Service Revenue,14313.06,14313.06,0.0,Paid,REG-07
INV-007191,2025-03-23,2025-05-07,CUS-00813,DEP-007,Implementation,4620.44,0.0,4620.44,Cancelled,REG-02
INV-007408,2025-03-23,2025-04-07,CUS-01086,DEP-001,Support,20065.82,20065.82,0.0,Paid,REG-01
INV-008117,2025-03-23,2025-04-22,CUS-01296,DEP-003,Other Revenue,11440.54,11440.54,0.0,Paid,REG-03
INV-008825,2025-03-23,2025-05-07,CUS-01938,DEP-009,Subscription,6431.08,6431.08,0.0,Paid,REG-08
INV-008845,2025-03-23,2025-05-22,CUS-01944,DEP-007,Support,18967.03,18967.03,0.0,Paid,REG-05
INV-011352,2025-03-23,2025-04-22,CUS-00757,DEP-008,Support,6303.85,6303.85,0.0,Paid,REG-08
INV-011915,2025-03-23,2025-04-22,CUS-01762,DEP-010,Implementation,93228.63,93228.63,0.0,Paid,REG-01
INV-012613,2025-03-23,2025-04-22,CUS-01737,DEP-006,Consulting,22481.3,22481.3,0.0,Paid,REG-04
INV-013402,2025-03-23,2025-05-22,CUS-01275,DEP-006,Maintenance,25631.18,25631.18,0.0,Paid,REG-06
INV-013823,2025-03-23,2025-05-22,CUS-00394,DEP-001,Subscription,15183.93,0.0,15183.93,Overdue,REG-03
INV-014274,2025-03-23,2025-04-22,CUS-00196,DEP-010,Support,6511.17,651.12,5860.05,Overdue,REG-07
INV-014919,2025-03-23,2025-04-22,CUS-01426,DEP-005,Maintenance,13808.47,0.0,13808.47,Cancelled,REG-04
INV-001296,2025-03-24,2025-04-23,CUS-01418,DEP-001,Other Revenue,6857.37,6857.37,0.0,Paid,REG-07
INV-001316,2025-03-24,2025-04-23,CUS-01366,DEP-005,Other Revenue,14173.08,14173.08,0.0,Paid,REG-03
INV-002963,2025-03-24,2025-04-23,CUS-01702,DEP-006,Other Revenue,11253.51,0.0,11253.51,Cancelled,REG-03
INV-003274,2025-03-24,2025-05-23,CUS-00764,DEP-010,Maintenance,36667.3,36667.3,0.0,Paid,REG-05
INV-004641,2025-03-24,2025-04-23,CUS-00997,DEP-003,Product Sales,11990.2,11990.2,0.0,Paid,REG-01
INV-005335,2025-03-24,2025-04-23,CUS-00333,DEP-006,Product Sales,26026.13,26026.13,0.0,Paid,REG-01
INV-008784,2025-03-24,2025-04-23,CUS-01060,DEP-006,Other Revenue,8934.15,8934.15,0.0,Paid,REG-02
INV-009927,2025-03-24,2025-05-23,CUS-00240,DEP-004,Support,9817.44,9817.44,0.0,Paid,REG-04
INV-012101,2025-03-24,2025-04-08,CUS-01579,DEP-006,Other Revenue,4850.69,4850.69,0.0,Paid,REG-06
INV-013150,2025-03-24,2025-04-23,CUS-00156,DEP-008,Other Revenue,30948.49,30948.49,0.0,Paid,REG-02
INV-013240,2025-03-24,2025-04-08,CUS-01498,DEP-003,Service Revenue,38986.31,38986.31,0.0,Paid,REG-03
INV-014536,2025-03-24,2025-04-23,CUS-00450,DEP-009,Other Revenue,31118.83,0.0,31118.83,Overdue,REG-02
INV-014737,2025-03-24,2025-04-23,CUS-01774,DEP-007,Other Revenue,9855.12,0.0,9855.12,Cancelled,REG-06
INV-000068,2025-03-25,2025-04-24,CUS-01642,DEP-005,Maintenance,15372.91,15372.91,0.0,Paid,REG-04
INV-002282,2025-03-25,2025-04-24,CUS-01752,DEP-007,Product Sales,4067.51,4067.51,0.0,Paid,REG-01
INV-002682,2025-03-25,2025-04-24,CUS-00458,DEP-003,Implementation,120930.81,120930.81,0.0,Paid,REG-02
INV-002888,2025-03-25,2025-04-24,CUS-01400,DEP-008,Subscription,13742.64,0.0,13742.64,Overdue,REG-03
INV-003627,2025-03-25,2025-04-09,CUS-01864,DEP-002,Support,37105.11,37105.11,0.0,Paid,REG-01
INV-003657,2025-03-25,2025-05-09,CUS-00316,DEP-004,Product Sales,10257.17,0.0,10257.17,Overdue,REG-07
INV-004240,2025-03-25,2025-04-24,CUS-01377,DEP-004,Subscription,34428.95,34428.95,0.0,Paid,REG-07
INV-004472,2025-03-25,2025-04-24,CUS-01265,DEP-002,Implementation,29110.98,29110.98,0.0,Paid,REG-06
INV-006041,2025-03-25,2025-05-09,CUS-00240,DEP-004,Maintenance,26911.37,26911.37,0.0,Paid,REG-03
INV-006949,2025-03-25,2025-04-24,CUS-00817,DEP-007,Subscription,19201.31,19201.31,0.0,Paid,REG-08
INV-007878,2025-03-25,2025-04-24,CUS-01949,DEP-002,Service Revenue,14133.33,0.0,14133.33,Overdue,REG-02
INV-008269,2025-03-25,2025-05-09,CUS-01804,DEP-007,Maintenance,11919.09,0.0,11919.09,Pending,REG-08
INV-009150,2025-03-25,2025-05-24,CUS-01071,DEP-005,Subscription,20804.49,20804.49,0.0,Paid,REG-05
INV-009250,2025-03-25,2025-04-09,CUS-01616,DEP-002,Subscription,9196.07,9196.07,0.0,Paid,REG-08
INV-009565,2025-03-25,2025-04-24,CUS-01862,DEP-010,Subscription,14263.39,14263.39,0.0,Paid,REG-06
INV-010920,2025-03-25,2025-04-24,CUS-01465,DEP-001,Other Revenue,15705.82,10200.05,5505.77,Partially Paid,REG-02
INV-011132,2025-03-25,2025-04-24,CUS-00261,DEP-008,Implementation,15728.79,4896.35,10832.44,Partially Paid,REG-06
INV-011149,2025-03-25,2025-04-24,CUS-00278,DEP-007,Maintenance,28557.87,0.0,28557.87,Overdue,REG-07
INV-011547,2025-03-25,2025-04-24,CUS-00681,DEP-003,Implementation,10366.0,0.0,10366.0,Overdue,REG-01
INV-011936,2025-03-25,2025-05-09,CUS-01583,DEP-006,Maintenance,8204.88,0.0,8204.88,Overdue,REG-07
INV-012623,2025-03-25,2025-05-09,CUS-01341,DEP-009,Implementation,10163.83,3140.03,7023.8,Partially Paid,REG-01
INV-000494,2025-03-26,2025-04-25,CUS-00546,DEP-005,Support,8432.38,3337.93,5094.45,Partially Paid,REG-05
INV-001705,2025-03-26,2025-04-25,CUS-01214,DEP-005,Other Revenue,8393.61,2643.89,5749.72,Partially Paid,REG-03
