Budget_ID,Year,Quarter,Month,Department_ID,Cost_Center_ID,Category_ID,Budget_Amount,Budget_Type,Region_ID
BUD-202507-DEP-004-CC-113-CAT-005,2025,Q3,July,DEP-004,CC-113,CAT-005,28194.79,Operating,REG-01
BUD-202507-DEP-004-CC-112-CAT-013,2025,Q3,July,DEP-004,CC-112,CAT-013,36109.9,Departmental,REG-08
BUD-202507-DEP-004-CC-107-CAT-006,2025,Q3,July,DEP-004,CC-107,CAT-006,34476.5,Operating,REG-03
BUD-202507-DEP-004-CC-106-CAT-014,2025,Q3,July,DEP-004,CC-106,CAT-014,28250.82,Departmental,REG-04
BUD-202507-DEP-004-CC-108-CAT-002,2025,Q3,July,DEP-004,CC-108,CAT-002,20914.51,Project,REG-06
BUD-202507-DEP-004-CC-118-CAT-012,2025,Q3,July,DEP-004,CC-118,CAT-012,20014.48,Operating,REG-07
BUD-202507-DEP-004-CC-102-CAT-012,2025,Q3,July,DEP-004,CC-102,CAT-012,24777.21,Operating,REG-07
BUD-202507-DEP-004-CC-116-CAT-013,2025,Q3,July,DEP-004,CC-116,CAT-013,37500.46,Project,REG-08
BUD-202507-DEP-004-CC-103-CAT-010,2025,Q3,July,DEP-004,CC-103,CAT-010,22790.74,Project,REG-08
BUD-202507-DEP-004-CC-109-CAT-013,2025,Q3,July,DEP-004,CC-109,CAT-013,37348.8,Operating,REG-05
BUD-202507-DEP-004-CC-115-CAT-002,2025,Q3,July,DEP-004,CC-115,CAT-002,22220.9,Operating,REG-02
BUD-202507-DEP-004-CC-109-CAT-010,2025,Q3,July,DEP-004,CC-109,CAT-010,26647.35,Departmental,REG-06
BUD-202507-DEP-004-CC-112-CAT-011,2025,Q3,July,DEP-004,CC-112,CAT-011,32944.12,Operating,REG-07
BUD-202507-DEP-004-CC-106-CAT-010,2025,Q3,July,DEP-004,CC-106,CAT-010,22228.61,Departmental,REG-07
BUD-202507-DEP-004-CC-117-CAT-010,2025,Q3,July,DEP-004,CC-117,CAT-010,22744.82,Project,REG-01
BUD-202507-DEP-004-CC-115-CAT-010,2025,Q3,July,DEP-004,CC-115,CAT-010,26517.17,Capital,REG-04
BUD-202507-DEP-004-CC-103-CAT-012,2025,Q3,July,DEP-004,CC-103,CAT-012,22153.66,Capital,REG-05
BUD-202507-DEP-004-CC-103-CAT-001,2025,Q3,July,DEP-004,CC-103,CAT-001,37469.05,Operating,REG-02
BUD-202507-DEP-004-CC-114-CAT-009,2025,Q3,July,DEP-004,CC-114,CAT-009,28545.29,Operating,REG-03
BUD-202507-DEP-004-CC-105-CAT-005,2025,Q3,July,DEP-004,CC-105,CAT-005,27724.5,Departmental,REG-07
BUD-202507-DEP-004-CC-115-CAT-009,2025,Q3,July,DEP-004,CC-115,CAT-009,29535.18,Operating,REG-08
BUD-202507-DEP-004-CC-106-CAT-004,2025,Q3,July,DEP-004,CC-106,CAT-004,41939.6,Project,REG-07
BUD-202507-DEP-005-CC-106-CAT-006,2025,Q3,July,DEP-005,CC-106,CAT-006,36481.75,Capital,REG-07
BUD-202507-DEP-005-CC-107-CAT-012,2025,Q3,July,DEP-005,CC-107,CAT-012,26169.29,Operating,REG-01
BUD-202507-DEP-005-CC-119-CAT-012,2025,Q3,July,DEP-005,CC-119,CAT-012,27302.96,Operating,REG-01
BUD-202507-DEP-005-CC-115-CAT-006,2025,Q3,July,DEP-005,CC-115,CAT-006,39797.97,Operating,REG-03
BUD-202507-DEP-005-CC-106-CAT-009,2025,Q3,July,DEP-005,CC-106,CAT-009,30199.96,Project,REG-02
BUD-202507-DEP-005-CC-109-CAT-015,2025,Q3,July,DEP-005,CC-109,CAT-015,31468.95,Departmental,REG-02
BUD-202507-DEP-005-CC-110-CAT-001,2025,Q3,July,DEP-005,CC-110,CAT-001,43367.74,Operating,REG-04
BUD-202507-DEP-005-CC-102-CAT-002,2025,Q3,July,DEP-005,CC-102,CAT-002,27593.7,Operating,REG-05
BUD-202507-DEP-005-CC-106-CAT-002,2025,Q3,July,DEP-005,CC-106,CAT-002,24029.91,Operating,REG-04
BUD-202507-DEP-005-CC-120-CAT-003,2025,Q3,July,DEP-005,CC-120,CAT-003,32684.37,Operating,REG-04
BUD-202507-DEP-005-CC-104-CAT-010,2025,Q3,July,DEP-005,CC-104,CAT-010,26662.64,Departmental,REG-05
BUD-202507-DEP-005-CC-108-CAT-005,2025,Q3,July,DEP-005,CC-108,CAT-005,27005.74,Capital,REG-08
BUD-202507-DEP-005-CC-113-CAT-006,2025,Q3,July,DEP-005,CC-113,CAT-006,42631.01,Capital,REG-08
BUD-202507-DEP-005-CC-110-CAT-009,2025,Q3,July,DEP-005,CC-110,CAT-009,33409.81,Capital,REG-03
BUD-202507-DEP-005-CC-118-CAT-014,2025,Q3,July,DEP-005,CC-118,CAT-014,31925.53,Capital,REG-03
BUD-202507-DEP-005-CC-111-CAT-010,2025,Q3,July,DEP-005,CC-111,CAT-010,29319.97,Operating,REG-02
BUD-202507-DEP-005-CC-105-CAT-004,2025,Q3,July,DEP-005,CC-105,CAT-004,45047.56,Operating,REG-02
BUD-202507-DEP-005-CC-101-CAT-010,2025,Q3,July,DEP-005,CC-101,CAT-010,30913.14,Project,REG-04
BUD-202507-DEP-005-CC-107-CAT-002,2025,Q3,July,DEP-005,CC-107,CAT-002,26867.03,Project,REG-05
BUD-202507-DEP-005-CC-109-CAT-010,2025,Q3,July,DEP-005,CC-109,CAT-010,26796.42,Departmental,REG-05
BUD-202507-DEP-005-CC-109-CAT-002,2025,Q3,July,DEP-005,CC-109,CAT-002,25882.88,Operating,REG-01
BUD-202507-DEP-005-CC-104-CAT-014,2025,Q3,July,DEP-005,CC-104,CAT-014,35878.94,Capital,REG-05
BUD-202507-DEP-005-CC-103-CAT-005,2025,Q3,July,DEP-005,CC-103,CAT-005,27082.57,Departmental,REG-08
BUD-202507-DEP-005-CC-102-CAT-003,2025,Q3,July,DEP-005,CC-102,CAT-003,36549.36,Project,REG-03
BUD-202507-DEP-005-CC-103-CAT-009,2025,Q3,July,DEP-005,CC-103,CAT-009,28933.48,Capital,REG-06
BUD-202507-DEP-005-CC-105-CAT-008,2025,Q3,July,DEP-005,CC-105,CAT-008,39395.35,Capital,REG-07
BUD-202507-DEP-005-CC-112-CAT-013,2025,Q3,July,DEP-005,CC-112,CAT-013,38657.27,Operating,REG-05
BUD-202507-DEP-005-CC-108-CAT-009,2025,Q3,July,DEP-005,CC-108,CAT-009,27861.54,Operating,REG-08
BUD-202507-DEP-005-CC-102-CAT-011,2025,Q3,July,DEP-005,CC-102,CAT-011,32967.71,Departmental,REG-04
BUD-202507-DEP-005-CC-103-CAT-012,2025,Q3,July,DEP-005,CC-103,CAT-012,29195.91,Project,REG-01
BUD-202507-DEP-005-CC-110-CAT-010,2025,Q3,July,DEP-005,CC-110,CAT-010,27536.19,Operating,REG-03
BUD-202507-DEP-005-CC-120-CAT-013,2025,Q3,July,DEP-005,CC-120,CAT-013,38316.89,Operating,REG-05
BUD-202507-DEP-005-CC-103-CAT-002,2025,Q3,July,DEP-005,CC-103,CAT-002,25444.73,Operating,REG-08
BUD-202507-DEP-006-CC-119-CAT-013,2025,Q3,July,DEP-006,CC-119,CAT-013,28522.11,Operating,REG-08
BUD-202507-DEP-006-CC-102-CAT-006,2025,Q3,July,DEP-006,CC-102,CAT-006,25094.32,Project,REG-05
BUD-202507-DEP-006-CC-110-CAT-001,2025,Q3,July,DEP-006,CC-110,CAT-001,28910.7,Operating,REG-01
BUD-202507-DEP-006-CC-104-CAT-004,2025,Q3,July,DEP-006,CC-104,CAT-004,36104.57,Operating,REG-08
BUD-202507-DEP-006-CC-119-CAT-003,2025,Q3,July,DEP-006,CC-119,CAT-003,20949.09,Departmental,REG-07
BUD-202507-DEP-006-CC-104-CAT-003,2025,Q3,July,DEP-006,CC-104,CAT-003,21075.42,Operating,REG-01
BUD-202507-DEP-006-CC-120-CAT-012,2025,Q3,July,DEP-006,CC-120,CAT-012,16401.59,Project,REG-08
BUD-202507-DEP-006-CC-104-CAT-009,2025,Q3,July,DEP-006,CC-104,CAT-009,22214.58,Capital,REG-03
BUD-202507-DEP-006-CC-105-CAT-009,2025,Q3,July,DEP-006,CC-105,CAT-009,22108.53,Operating,REG-03
BUD-202507-DEP-006-CC-105-CAT-003,2025,Q3,July,DEP-006,CC-105,CAT-003,21023.44,Operating,REG-03
BUD-202507-DEP-006-CC-105-CAT-002,2025,Q3,July,DEP-006,CC-105,CAT-002,15778.56,Operating,REG-04
BUD-202507-DEP-006-CC-107-CAT-011,2025,Q3,July,DEP-006,CC-107,CAT-011,24510.34,Operating,REG-08
BUD-202507-DEP-006-CC-106-CAT-001,2025,Q3,July,DEP-006,CC-106,CAT-001,25118.04,Project,REG-08
BUD-202507-DEP-006-CC-110-CAT-014,2025,Q3,July,DEP-006,CC-110,CAT-014,24189.94,Capital,REG-05
BUD-202507-DEP-006-CC-105-CAT-009,2025,Q3,July,DEP-006,CC-105,CAT-009,23498.91,Departmental,REG-04
BUD-202507-DEP-006-CC-116-CAT-015,2025,Q3,July,DEP-006,CC-116,CAT-015,21513.4,Operating,REG-01
BUD-202507-DEP-006-CC-115-CAT-010,2025,Q3,July,DEP-006,CC-115,CAT-010,19158.06,Departmental,REG-06
BUD-202507-DEP-006-CC-110-CAT-012,2025,Q3,July,DEP-006,CC-110,CAT-012,15726.91,Operating,REG-07
BUD-202507-DEP-006-CC-103-CAT-014,2025,Q3,July,DEP-006,CC-103,CAT-014,22051.24,Operating,REG-04
BUD-202507-DEP-006-CC-114-CAT-015,2025,Q3,July,DEP-006,CC-114,CAT-015,22205.07,Operating,REG-02
BUD-202507-DEP-006-CC-111-CAT-010,2025,Q3,July,DEP-006,CC-111,CAT-010,20274.41,Project,REG-07
BUD-202507-DEP-006-CC-101-CAT-001,2025,Q3,July,DEP-006,CC-101,CAT-001,26005.86,Operating,REG-01
BUD-202507-DEP-006-CC-107-CAT-014,2025,Q3,July,DEP-006,CC-107,CAT-014,24635.43,Operating,REG-02
BUD-202507-DEP-006-CC-113-CAT-002,2025,Q3,July,DEP-006,CC-113,CAT-002,17697.06,Departmental,REG-08
BUD-202507-DEP-006-CC-109-CAT-012,2025,Q3,July,DEP-006,CC-109,CAT-012,15789.66,Operating,REG-04
BUD-202507-DEP-006-CC-104-CAT-001,2025,Q3,July,DEP-006,CC-104,CAT-001,27429.65,Capital,REG-01
BUD-202507-DEP-006-CC-106-CAT-008,2025,Q3,July,DEP-006,CC-106,CAT-008,33240.16,Project,REG-07
BUD-202507-DEP-006-CC-119-CAT-012,2025,Q3,July,DEP-006,CC-119,CAT-012,16118.95,Departmental,REG-02
BUD-202507-DEP-006-CC-113-CAT-005,2025,Q3,July,DEP-006,CC-113,CAT-005,20185.62,Operating,REG-02
BUD-202507-DEP-006-CC-109-CAT-005,2025,Q3,July,DEP-006,CC-109,CAT-005,18995.77,Departmental,REG-05
BUD-202507-DEP-006-CC-109-CAT-009,2025,Q3,July,DEP-006,CC-109,CAT-009,21482.76,Operating,REG-07
BUD-202507-DEP-006-CC-112-CAT-008,2025,Q3,July,DEP-006,CC-112,CAT-008,31117.96,Operating,REG-02
BUD-202507-DEP-006-CC-103-CAT-006,2025,Q3,July,DEP-006,CC-103,CAT-006,23803.22,Operating,REG-03
BUD-202507-DEP-006-CC-106-CAT-004,2025,Q3,July,DEP-006,CC-106,CAT-004,37572.39,Operating,REG-02
BUD-202507-DEP-006-CC-116-CAT-013,2025,Q3,July,DEP-006,CC-116,CAT-013,26361.74,Project,REG-04
BUD-202507-DEP-006-CC-101-CAT-012,2025,Q3,July,DEP-006,CC-101,CAT-012,17755.43,Operating,REG-02
BUD-202507-DEP-006-CC-109-CAT-002,2025,Q3,July,DEP-006,CC-109,CAT-002,17948.24,Operating,REG-04
BUD-202507-DEP-006-CC-113-CAT-008,2025,Q3,July,DEP-006,CC-113,CAT-008,31173.88,Operating,REG-04
BUD-202507-DEP-006-CC-104-CAT-007,2025,Q3,July,DEP-006,CC-104,CAT-007,15136.54,Operating,REG-04
BUD-202507-DEP-006-CC-120-CAT-002,2025,Q3,July,DEP-006,CC-120,CAT-002,17590.35,Project,REG-07
BUD-202507-DEP-006-CC-111-CAT-010,2025,Q3,July,DEP-006,CC-111,CAT-010,17539.74,Departmental,REG-03
BUD-202507-DEP-006-CC-114-CAT-011,2025,Q3,July,DEP-006,CC-114,CAT-011,25403.3,Operating,REG-02
BUD-202507-DEP-006-CC-114-CAT-014,2025,Q3,July,DEP-006,CC-114,CAT-014,19519.69,Operating,REG-08
BUD-202507-DEP-006-CC-118-CAT-013,2025,Q3,July,DEP-006,CC-118,CAT-013,25286.18,Operating,REG-08
BUD-202507-DEP-006-CC-101-CAT-012,2025,Q3,July,DEP-006,CC-101,CAT-012,17411.37,Operating,REG-07
BUD-202507-DEP-007-CC-108-CAT-011,2025,Q3,July,DEP-007,CC-108,CAT-011,43687.39,Operating,REG-07
BUD-202507-DEP-007-CC-106-CAT-007,2025,Q3,July,DEP-007,CC-106,CAT-007,27647.28,Departmental,REG-05
BUD-202507-DEP-007-CC-116-CAT-004,2025,Q3,July,DEP-007,CC-116,CAT-004,58639.08,Operating,REG-04
BUD-202507-DEP-007-CC-118-CAT-006,2025,Q3,July,DEP-007,CC-118,CAT-006,40677.69,Operating,REG-04
BUD-202507-DEP-007-CC-111-CAT-001,2025,Q3,July,DEP-007,CC-111,CAT-001,48965.32,Departmental,REG-02
BUD-202507-DEP-007-CC-106-CAT-007,2025,Q3,July,DEP-007,CC-106,CAT-007,28497.51,Project,REG-01
BUD-202507-DEP-007-CC-118-CAT-001,2025,Q3,July,DEP-007,CC-118,CAT-001,51455.79,Departmental,REG-08
BUD-202507-DEP-007-CC-108-CAT-001,2025,Q3,July,DEP-007,CC-108,CAT-001,44263.47,Project,REG-04
BUD-202507-DEP-007-CC-117-CAT-006,2025,Q3,July,DEP-007,CC-117,CAT-006,47987.68,Operating,REG-02
BUD-202507-DEP-007-CC-118-CAT-002,2025,Q3,July,DEP-007,CC-118,CAT-002,29795.34,Operating,REG-04
BUD-202507-DEP-007-CC-109-CAT-009,2025,Q3,July,DEP-007,CC-109,CAT-009,39528.87,Departmental,REG-05
BUD-202507-DEP-007-CC-108-CAT-001,2025,Q3,July,DEP-007,CC-108,CAT-001,50455.64,Project,REG-01
BUD-202507-DEP-007-CC-120-CAT-015,2025,Q3,July,DEP-007,CC-120,CAT-015,46084.45,Operating,REG-04
BUD-202507-DEP-007-CC-105-CAT-013,2025,Q3,July,DEP-007,CC-105,CAT-013,46378.47,Operating,REG-06
BUD-202507-DEP-007-CC-111-CAT-001,2025,Q3,July,DEP-007,CC-111,CAT-001,53091.47,Capital,REG-07
BUD-202507-DEP-007-CC-110-CAT-008,2025,Q3,July,DEP-007,CC-110,CAT-008,47776.87,Operating,REG-03
BUD-202507-DEP-007-CC-113-CAT-005,2025,Q3,July,DEP-007,CC-113,CAT-005,35493.57,Project,REG-04
BUD-202507-DEP-007-CC-109-CAT-015,2025,Q3,July,DEP-007,CC-109,CAT-015,44168.09,Operating,REG-05
BUD-202507-DEP-007-CC-120-CAT-008,2025,Q3,July,DEP-007,CC-120,CAT-008,56848.82,Operating,REG-08
BUD-202507-DEP-007-CC-118-CAT-002,2025,Q3,July,DEP-007,CC-118,CAT-002,28641.53,Operating,REG-07
BUD-202507-DEP-007-CC-107-CAT-002,2025,Q3,July,DEP-007,CC-107,CAT-002,26440.1,Operating,REG-06
BUD-202507-DEP-007-CC-113-CAT-001,2025,Q3,July,DEP-007,CC-113,CAT-001,46004.88,Operating,REG-04
BUD-202507-DEP-007-CC-108-CAT-005,2025,Q3,July,DEP-007,CC-108,CAT-005,34078.41,Project,REG-04
BUD-202507-DEP-007-CC-115-CAT-011,2025,Q3,July,DEP-007,CC-115,CAT-011,46939.55,Operating,REG-03
BUD-202507-DEP-007-CC-102-CAT-004,2025,Q3,July,DEP-007,CC-102,CAT-004,56400.97,Operating,REG-01
BUD-202507-DEP-007-CC-118-CAT-002,2025,Q3,July,DEP-007,CC-118,CAT-002,25802.73,Operating,REG-07
BUD-202507-DEP-007-CC-107-CAT-005,2025,Q3,July,DEP-007,CC-107,CAT-005,37267.49,Operating,REG-04
BUD-202507-DEP-007-CC-118-CAT-007,2025,Q3,July,DEP-007,CC-118,CAT-007,28458.85,Operating,REG-03
BUD-202507-DEP-007-CC-111-CAT-015,2025,Q3,July,DEP-007,CC-111,CAT-015,45025.65,Project,REG-08
BUD-202507-DEP-007-CC-114-CAT-011,2025,Q3,July,DEP-007,CC-114,CAT-011,47656.45,Operating,REG-02
BUD-202507-DEP-007-CC-102-CAT-008,2025,Q3,July,DEP-007,CC-102,CAT-008,54537.98,Capital,REG-05
BUD-202507-DEP-007-CC-118-CAT-013,2025,Q3,July,DEP-007,CC-118,CAT-013,48912.98,Operating,REG-03
BUD-202507-DEP-007-CC-107-CAT-012,2025,Q3,July,DEP-007,CC-107,CAT-012,28510.89,Capital,REG-01
BUD-202507-DEP-007-CC-107-CAT-013,2025,Q3,July,DEP-007,CC-107,CAT-013,41789.85,Departmental,REG-07
BUD-202507-DEP-007-CC-111-CAT-009,2025,Q3,July,DEP-007,CC-111,CAT-009,36237.57,Departmental,REG-04
BUD-202507-DEP-007-CC-109-CAT-007,2025,Q3,July,DEP-007,CC-109,CAT-007,27481.62,Capital,REG-01
BUD-202507-DEP-007-CC-113-CAT-007,2025,Q3,July,DEP-007,CC-113,CAT-007,23405.13,Operating,REG-03
BUD-202507-DEP-007-CC-114-CAT-012,2025,Q3,July,DEP-007,CC-114,CAT-012,30923.14,Operating,REG-02
BUD-202507-DEP-007-CC-110-CAT-007,2025,Q3,July,DEP-007,CC-110,CAT-007,26152.79,Project,REG-08
BUD-202507-DEP-007-CC-107-CAT-015,2025,Q3,July,DEP-007,CC-107,CAT-015,42330.46,Capital,REG-07
BUD-202507-DEP-007-CC-118-CAT-003,2025,Q3,July,DEP-007,CC-118,CAT-003,39826.82,Operating,REG-03
BUD-202507-DEP-007-CC-110-CAT-007,2025,Q3,July,DEP-007,CC-110,CAT-007,24840.33,Departmental,REG-04
BUD-202507-DEP-007-CC-109-CAT-005,2025,Q3,July,DEP-007,CC-109,CAT-005,32005.85,Project,REG-08
BUD-202507-DEP-007-CC-112-CAT-004,2025,Q3,July,DEP-007,CC-112,CAT-004,55253.34,Operating,REG-03
BUD-202507-DEP-007-CC-117-CAT-004,2025,Q3,July,DEP-007,CC-117,CAT-004,58031.76,Capital,REG-02
BUD-202507-DEP-007-CC-102-CAT-010,2025,Q3,July,DEP-007,CC-102,CAT-010,36400.9,Operating,REG-01
BUD-202507-DEP-008-CC-111-CAT-009,2025,Q3,July,DEP-008,CC-111,CAT-009,22708.25,Operating,REG-05
BUD-202507-DEP-008-CC-109-CAT-012,2025,Q3,July,DEP-008,CC-109,CAT-012,19830.1,Operating,REG-03
BUD-202507-DEP-008-CC-119-CAT-010,2025,Q3,July,DEP-008,CC-119,CAT-010,25068.25,Operating,REG-06
BUD-202507-DEP-008-CC-107-CAT-009,2025,Q3,July,DEP-008,CC-107,CAT-009,24467.07,Operating,REG-04
BUD-202507-DEP-008-CC-119-CAT-014,2025,Q3,July,DEP-008,CC-119,CAT-014,26664.42,Operating,REG-08
BUD-202507-DEP-008-CC-106-CAT-007,2025,Q3,July,DEP-008,CC-106,CAT-007,16191.78,Capital,REG-01
BUD-202507-DEP-008-CC-110-CAT-012,2025,Q3,July,DEP-008,CC-110,CAT-012,20446.03,Operating,REG-07
BUD-202507-DEP-008-CC-104-CAT-001,2025,Q3,July,DEP-008,CC-104,CAT-001,34539.23,Operating,REG-03
BUD-202507-DEP-008-CC-115-CAT-001,2025,Q3,July,DEP-008,CC-115,CAT-001,33126.76,Operating,REG-08
BUD-202507-DEP-008-CC-110-CAT-010,2025,Q3,July,DEP-008,CC-110,CAT-010,21307.6,Capital,REG-04
BUD-202507-DEP-008-CC-114-CAT-005,2025,Q3,July,DEP-008,CC-114,CAT-005,26324.89,Operating,REG-02
BUD-202507-DEP-008-CC-111-CAT-008,2025,Q3,July,DEP-008,CC-111,CAT-008,39598.88,Operating,REG-01
BUD-202507-DEP-008-CC-118-CAT-002,2025,Q3,July,DEP-008,CC-118,CAT-002,20669.56,Operating,REG-05
BUD-202507-DEP-008-CC-103-CAT-011,2025,Q3,July,DEP-008,CC-103,CAT-011,31026.37,Operating,REG-01
BUD-202507-DEP-008-CC-112-CAT-001,2025,Q3,July,DEP-008,CC-112,CAT-001,35684.64,Operating,REG-01
BUD-202507-DEP-008-CC-117-CAT-010,2025,Q3,July,DEP-008,CC-117,CAT-010,23735.33,Capital,REG-04
BUD-202507-DEP-008-CC-119-CAT-013,2025,Q3,July,DEP-008,CC-119,CAT-013,36390.46,Operating,REG-08
BUD-202507-DEP-008-CC-102-CAT-010,2025,Q3,July,DEP-008,CC-102,CAT-010,21542.24,Operating,REG-07
BUD-202507-DEP-008-CC-102-CAT-012,2025,Q3,July,DEP-008,CC-102,CAT-012,19527.13,Departmental,REG-01
BUD-202507-DEP-008-CC-110-CAT-011,2025,Q3,July,DEP-008,CC-110,CAT-011,33239.69,Project,REG-07
BUD-202507-DEP-008-CC-114-CAT-011,2025,Q3,July,DEP-008,CC-114,CAT-011,33103.91,Operating,REG-06
BUD-202507-DEP-008-CC-104-CAT-006,2025,Q3,July,DEP-008,CC-104,CAT-006,32528.09,Operating,REG-03
BUD-202507-DEP-008-CC-113-CAT-008,2025,Q3,July,DEP-008,CC-113,CAT-008,39913.93,Capital,REG-08
BUD-202507-DEP-008-CC-101-CAT-014,2025,Q3,July,DEP-008,CC-101,CAT-014,26049.97,Project,REG-01
BUD-202507-DEP-008-CC-120-CAT-015,2025,Q3,July,DEP-008,CC-120,CAT-015,29549.32,Operating,REG-01
BUD-202507-DEP-008-CC-112-CAT-014,2025,Q3,July,DEP-008,CC-112,CAT-014,29576.74,Departmental,REG-02
BUD-202507-DEP-008-CC-112-CAT-011,2025,Q3,July,DEP-008,CC-112,CAT-011,28559.13,Departmental,REG-02
BUD-202507-DEP-008-CC-114-CAT-009,2025,Q3,July,DEP-008,CC-114,CAT-009,22848.56,Capital,REG-06
BUD-202507-DEP-008-CC-102-CAT-012,2025,Q3,July,DEP-008,CC-102,CAT-012,21960.59,Capital,REG-03
BUD-202507-DEP-008-CC-120-CAT-006,2025,Q3,July,DEP-008,CC-120,CAT-006,28094.26,Operating,REG-05
BUD-202507-DEP-008-CC-118-CAT-008,2025,Q3,July,DEP-008,CC-118,CAT-008,36830.34,Operating,REG-04
BUD-202507-DEP-008-CC-108-CAT-003,2025,Q3,July,DEP-008,CC-108,CAT-003,30587.34,Operating,REG-07
BUD-202507-DEP-008-CC-111-CAT-007,2025,Q3,July,DEP-008,CC-111,CAT-007,16574.07,Operating,REG-02
BUD-202507-DEP-008-CC-109-CAT-002,2025,Q3,July,DEP-008,CC-109,CAT-002,20451.6,Project,REG-06
BUD-202507-DEP-008-CC-106-CAT-001,2025,Q3,July,DEP-008,CC-106,CAT-001,30080.57,Capital,REG-06
BUD-202507-DEP-008-CC-115-CAT-007,2025,Q3,July,DEP-008,CC-115,CAT-007,17591.85,Departmental,REG-06
BUD-202507-DEP-008-CC-115-CAT-007,2025,Q3,July,DEP-008,CC-115,CAT-007,15780.55,Operating,REG-02
BUD-202507-DEP-008-CC-108-CAT-008,2025,Q3,July,DEP-008,CC-108,CAT-008,32437.17,Departmental,REG-06
BUD-202507-DEP-008-CC-107-CAT-009,2025,Q3,July,DEP-008,CC-107,CAT-009,26920.51,Operating,REG-01
BUD-202507-DEP-008-CC-101-CAT-011,2025,Q3,July,DEP-008,CC-101,CAT-011,32893.59,Operating,REG-05
BUD-202507-DEP-008-CC-103-CAT-008,2025,Q3,July,DEP-008,CC-103,CAT-008,34079.23,Capital,REG-06
BUD-202507-DEP-008-CC-116-CAT-013,2025,Q3,July,DEP-008,CC-116,CAT-013,33689.53,Operating,REG-08
BUD-202507-DEP-009-CC-109-CAT-014,2025,Q3,July,DEP-009,CC-109,CAT-014,41922.7,Capital,REG-06
BUD-202507-DEP-009-CC-113-CAT-013,2025,Q3,July,DEP-009,CC-113,CAT-013,62380.16,Operating,REG-05
BUD-202507-DEP-009-CC-107-CAT-007,2025,Q3,July,DEP-009,CC-107,CAT-007,30722.73,Operating,REG-02
BUD-202507-DEP-009-CC-111-CAT-015,2025,Q3,July,DEP-009,CC-111,CAT-015,49206.21,Capital,REG-08
BUD-202507-DEP-009-CC-105-CAT-011,2025,Q3,July,DEP-009,CC-105,CAT-011,47762.18,Departmental,REG-02
BUD-202507-DEP-009-CC-118-CAT-006,2025,Q3,July,DEP-009,CC-118,CAT-006,47919.28,Operating,REG-08
BUD-202507-DEP-009-CC-101-CAT-006,2025,Q3,July,DEP-009,CC-101,CAT-006,58370.21,Operating,REG-04
BUD-202507-DEP-009-CC-117-CAT-003,2025,Q3,July,DEP-009,CC-117,CAT-003,51415.79,Operating,REG-05
BUD-202507-DEP-009-CC-106-CAT-015,2025,Q3,July,DEP-009,CC-106,CAT-015,54992.26,Operating,REG-04
BUD-202507-DEP-009-CC-116-CAT-014,2025,Q3,July,DEP-009,CC-116,CAT-014,41497.66,Operating,REG-07
BUD-202507-DEP-009-CC-117-CAT-009,2025,Q3,July,DEP-009,CC-117,CAT-009,46050.59,Project,REG-01
BUD-202507-DEP-009-CC-109-CAT-003,2025,Q3,July,DEP-009,CC-109,CAT-003,46995.29,Operating,REG-03
BUD-202507-DEP-009-CC-103-CAT-012,2025,Q3,July,DEP-009,CC-103,CAT-012,40500.96,Operating,REG-01
BUD-202507-DEP-009-CC-114-CAT-012,2025,Q3,July,DEP-009,CC-114,CAT-012,34351.79,Capital,REG-01
BUD-202507-DEP-009-CC-116-CAT-004,2025,Q3,July,DEP-009,CC-116,CAT-004,67843.2,Project,REG-03
BUD-202507-DEP-009-CC-113-CAT-005,2025,Q3,July,DEP-009,CC-113,CAT-005,41042.9,Capital,REG-02
BUD-202507-DEP-009-CC-120-CAT-007,2025,Q3,July,DEP-009,CC-120,CAT-007,30259.07,Operating,REG-06
BUD-202507-DEP-009-CC-111-CAT-002,2025,Q3,July,DEP-009,CC-111,CAT-002,37525.19,Operating,REG-05
BUD-202507-DEP-009-CC-119-CAT-002,2025,Q3,July,DEP-009,CC-119,CAT-002,31958.96,Operating,REG-07
BUD-202507-DEP-009-CC-112-CAT-010,2025,Q3,July,DEP-009,CC-112,CAT-010,41316.79,Departmental,REG-03
BUD-202507-DEP-009-CC-111-CAT-009,2025,Q3,July,DEP-009,CC-111,CAT-009,44637.5,Operating,REG-07
BUD-202507-DEP-009-CC-113-CAT-001,2025,Q3,July,DEP-009,CC-113,CAT-001,52931.66,Operating,REG-05
BUD-202507-DEP-009-CC-108-CAT-008,2025,Q3,July,DEP-009,CC-108,CAT-008,65410.65,Operating,REG-03
BUD-202507-DEP-009-CC-106-CAT-006,2025,Q3,July,DEP-009,CC-106,CAT-006,59321.58,Operating,REG-04
BUD-202507-DEP-009-CC-105-CAT-014,2025,Q3,July,DEP-009,CC-105,CAT-014,44403.78,Operating,REG-01
BUD-202507-DEP-009-CC-114-CAT-013,2025,Q3,July,DEP-009,CC-114,CAT-013,62907.93,Project,REG-08
BUD-202507-DEP-009-CC-102-CAT-011,2025,Q3,July,DEP-009,CC-102,CAT-011,49774.14,Operating,REG-06
BUD-202507-DEP-009-CC-115-CAT-003,2025,Q3,July,DEP-009,CC-115,CAT-003,42792.85,Operating,REG-04
BUD-202507-DEP-009-CC-116-CAT-002,2025,Q3,July,DEP-009,CC-116,CAT-002,36327.5,Operating,REG-03
