Expense_ID,Date,Year,Quarter,Month,Department_ID,Cost_Center_ID,Category_ID,Subcategory_ID,Vendor_ID,Description,Budget_ID,Amount,Payment_Status,Region_ID
EXP-037751,2025-07-21,2025,Q3,July,DEP-006,CC-106,CAT-002,SUB-023,VEN-0004,Consulting fee,BUD-005169,1188.23,Paid,REG-08
EXP-038110,2025-07-21,2025,Q3,July,DEP-001,CC-110,CAT-002,SUB-019,VEN-0046,Software subscription,BUD-008156,7972.0,Rejected,REG-03
EXP-039335,2025-07-21,2025,Q3,July,DEP-009,CC-117,CAT-007,SUB-012,VEN-0048,Software subscription,BUD-002644,9143.77,Paid,REG-08
EXP-039349,2025-07-21,2025,Q3,July,DEP-003,CC-115,CAT-002,SUB-019,VEN-0087,Transportation,BUD-005906,2004.17,Paid,REG-06
EXP-039987,2025-07-21,2025,Q3,July,DEP-009,CC-101,CAT-010,SUB-011,VEN-0037,Consulting fee,BUD-007384,3536.09,Pending,REG-01
EXP-040052,2025-07-21,2025,Q3,July,DEP-001,CC-114,CAT-004,SUB-037,VEN-0095,Utilities,BUD-002153,4244.11,Paid,REG-05
EXP-040107,2025-07-21,2025,Q3,July,DEP-010,CC-115,CAT-011,SUB-028,VEN-0003,Professional services,BUD-001686,6388.01,Paid,REG-03
EXP-040198,2025-07-21,2025,Q3,July,DEP-004,CC-114,CAT-010,SUB-032,VEN-0034,Marketing expense,BUD-004565,2321.52,Approved,REG-02
EXP-041037,2025-07-21,2025,Q3,July,DEP-001,CC-106,CAT-010,SUB-010,VEN-0069,Utilities,BUD-004513,990.6,Pending,REG-04
EXP-042694,2025-07-21,2025,Q3,July,DEP-002,CC-104,CAT-003,SUB-017,VEN-0007,Professional services,BUD-009702,14573.79,Paid,REG-05
EXP-043271,2025-07-21,2025,Q3,July,DEP-009,CC-105,CAT-004,SUB-017,VEN-0020,Recruitment expense,BUD-000764,19687.66,Paid,REG-05
EXP-043420,2025-07-21,2025,Q3,July,DEP-008,CC-115,CAT-001,SUB-017,VEN-0049,Business travel,BUD-001185,6178.23,Approved,REG-06
EXP-043606,2025-07-21,2025,Q3,July,DEP-006,CC-110,CAT-009,SUB-039,VEN-0025,Maintenance service,BUD-004812,8236.67,Approved,REG-08
EXP-044055,2025-07-21,2025,Q3,July,DEP-002,CC-113,CAT-003,SUB-025,VEN-0079,Utilities,BUD-005951,944.82,Approved,REG-07
EXP-047428,2025-07-21,2025,Q3,July,DEP-001,CC-101,CAT-001,SUB-029,VEN-0094,Consulting fee,BUD-004322,13589.17,Paid,REG-06
EXP-047546,2025-07-21,2025,Q3,July,DEP-005,CC-110,CAT-001,SUB-034,VEN-0043,Office supplies,BUD-003583,840.37,Paid,REG-07
EXP-047579,2025-07-21,2025,Q3,July,DEP-001,CC-114,CAT-007,SUB-020,VEN-0017,Maintenance service,BUD-008858,4217.99,Paid,REG-01
EXP-048906,2025-07-21,2025,Q3,July,DEP-010,CC-120,CAT-006,SUB-032,VEN-0080,Recruitment expense,BUD-005409,4786.17,Pending,REG-05
EXP-049086,2025-07-21,2025,Q3,July,DEP-010,CC-113,CAT-006,SUB-034,VEN-0042,Marketing expense,BUD-000534,7824.79,Paid,REG-07
EXP-049417,2025-07-21,2025,Q3,July,DEP-006,CC-115,CAT-008,SUB-029,VEN-0062,Equipment purchase,BUD-006178,1669.53,Paid,REG-07
EXP-049746,2025-07-21,2025,Q3,July,DEP-001,CC-115,CAT-010,SUB-025,VEN-0020,Software subscription,BUD-003099,8642.3,Paid,REG-06
EXP-049990,2025-07-21,2025,Q3,July,DEP-009,CC-103,CAT-003,SUB-024,VEN-0011,Software subscription,BUD-004978,5643.98,Pending,REG-06
EXP-000230,2025-07-22,2025,Q3,July,DEP-002,CC-119,CAT-001,SUB-019,VEN-0083,Facility expense,BUD-008179,3335.19,Paid,REG-05
EXP-000668,2025-07-22,2025,Q3,July,DEP-007,CC-108,CAT-012,SUB-035,VEN-0062,Consulting fee,BUD-002955,17099.74,Paid,REG-04
EXP-002610,2025-07-22,2025,Q3,July,DEP-005,CC-110,CAT-003,SUB-032,VEN-0052,Facility expense,BUD-004591,1502.98,Paid,REG-01
EXP-002832,2025-07-22,2025,Q3,July,DEP-001,CC-109,CAT-010,SUB-023,VEN-0071,Business travel,BUD-003400,2568.4,Paid,REG-02
EXP-003121,2025-07-22,2025,Q3,July,DEP-003,CC-105,CAT-012,SUB-001,VEN-0032,Business travel,BUD-008693,2057.54,Paid,REG-07
EXP-004405,2025-07-22,2025,Q3,July,DEP-010,CC-110,CAT-006,SUB-003,VEN-0062,Office supplies,BUD-003476,1413.22,Rejected,REG-01
EXP-005334,2025-07-22,2025,Q3,July,DEP-001,CC-103,CAT-006,SUB-012,VEN-0005,Software subscription,BUD-002456,7140.97,Paid,REG-04
EXP-006055,2025-07-22,2025,Q3,July,DEP-005,CC-102,CAT-001,SUB-012,VEN-0095,Software subscription,BUD-001639,1979.8,Paid,REG-02
EXP-007898,2025-07-22,2025,Q3,July,DEP-001,CC-109,CAT-011,SUB-007,VEN-0054,Professional services,BUD-000199,14395.07,Rejected,REG-02
EXP-009359,2025-07-22,2025,Q3,July,DEP-006,CC-109,CAT-007,SUB-016,VEN-0100,Facility expense,BUD-004329,3372.38,Paid,REG-06
EXP-009418,2025-07-22,2025,Q3,July,DEP-003,CC-101,CAT-011,SUB-030,VEN-0028,Cloud services,BUD-000742,5824.36,Paid,REG-01
EXP-010248,2025-07-22,2025,Q3,July,DEP-007,CC-102,CAT-013,SUB-011,VEN-0045,Software subscription,BUD-007210,4794.18,Paid,REG-01
EXP-010486,2025-07-22,2025,Q3,July,DEP-009,CC-117,CAT-013,SUB-021,VEN-0020,Employee training,BUD-006551,3824.01,Pending,REG-07
EXP-010686,2025-07-22,2025,Q3,July,DEP-008,CC-112,CAT-014,SUB-017,VEN-0058,Utilities,BUD-001289,3334.94,Approved,REG-03
EXP-012539,2025-07-22,2025,Q3,July,DEP-010,CC-118,CAT-004,SUB-003,VEN-0064,Office supplies,BUD-001358,796.92,Approved,REG-06
EXP-014946,2025-07-22,2025,Q3,July,DEP-006,CC-104,CAT-009,SUB-034,VEN-0092,Employee training,BUD-003428,1800.01,Approved,REG-08
EXP-014973,2025-07-22,2025,Q3,July,DEP-004,CC-116,CAT-004,SUB-034,VEN-0047,Facility expense,BUD-003479,5555.6,Paid,REG-07
EXP-015310,2025-07-22,2025,Q3,July,DEP-006,CC-105,CAT-012,SUB-015,VEN-0026,Cloud services,BUD-003251,13588.38,Paid,REG-08
EXP-015889,2025-07-22,2025,Q3,July,DEP-003,CC-107,CAT-014,SUB-001,VEN-0094,Software subscription,BUD-001327,6990.2,Paid,REG-03
EXP-016281,2025-07-22,2025,Q3,July,DEP-007,CC-114,CAT-013,SUB-006,VEN-0081,Marketing expense,BUD-002825,17791.62,Approved,REG-07
EXP-017070,2025-07-22,2025,Q3,July,DEP-008,CC-108,CAT-015,SUB-017,VEN-0081,Cloud services,BUD-008007,1306.21,Paid,REG-06
EXP-018701,2025-07-22,2025,Q3,July,DEP-008,CC-117,CAT-005,SUB-010,VEN-0088,Business travel,BUD-008714,4181.35,Approved,REG-05
EXP-019462,2025-07-22,2025,Q3,July,DEP-007,CC-101,CAT-014,SUB-032,VEN-0006,Software subscription,BUD-003887,14301.12,Pending,REG-07
EXP-021263,2025-07-22,2025,Q3,July,DEP-002,CC-111,CAT-003,SUB-012,VEN-0052,Maintenance service,BUD-006624,1418.46,Paid,REG-03
EXP-021454,2025-07-22,2025,Q3,July,DEP-002,CC-117,CAT-015,SUB-012,VEN-0046,Business travel,BUD-002864,2636.35,Pending,REG-06
EXP-023108,2025-07-22,2025,Q3,July,DEP-009,CC-108,CAT-006,SUB-011,VEN-0018,Transportation,BUD-007902,9259.69,Paid,REG-01
EXP-023231,2025-07-22,2025,Q3,July,DEP-002,CC-119,CAT-002,SUB-029,VEN-0078,Maintenance service,BUD-001865,4724.34,Paid,REG-01
EXP-023785,2025-07-22,2025,Q3,July,DEP-002,CC-102,CAT-009,SUB-007,VEN-0004,Cloud services,BUD-005246,6773.75,Paid,REG-05
EXP-024532,2025-07-22,2025,Q3,July,DEP-003,CC-106,CAT-009,SUB-004,VEN-0082,Employee training,BUD-005351,2915.58,Rejected,REG-08
EXP-025109,2025-07-22,2025,Q3,July,DEP-008,CC-114,CAT-005,SUB-014,VEN-0022,Utilities,BUD-004660,2820.94,Paid,REG-07
EXP-026242,2025-07-22,2025,Q3,July,DEP-008,CC-114,CAT-003,SUB-038,VEN-0037,Recruitment expense,BUD-007236,3758.98,Approved,REG-08
EXP-026293,2025-07-22,2025,Q3,July,DEP-005,CC-102,CAT-014,SUB-004,VEN-0024,Cloud services,BUD-007835,2192.24,Paid,REG-04
EXP-027191,2025-07-22,2025,Q3,July,DEP-003,CC-112,CAT-013,SUB-027,VEN-0095,Insurance expense,BUD-008419,10899.82,Approved,REG-01
EXP-027200,2025-07-22,2025,Q3,July,DEP-004,CC-103,CAT-004,SUB-013,VEN-0004,Marketing expense,BUD-008370,4983.12,Approved,REG-05
EXP-027561,2025-07-22,2025,Q3,July,DEP-005,CC-103,CAT-012,SUB-013,VEN-0013,Office supplies,BUD-009102,1778.13,Pending,REG-06
EXP-028014,2025-07-22,2025,Q3,July,DEP-001,CC-112,CAT-005,SUB-009,VEN-0047,Maintenance service,BUD-008451,1110.19,Pending,REG-07
EXP-029350,2025-07-22,2025,Q3,July,DEP-009,CC-114,CAT-015,SUB-029,VEN-0004,Utilities,BUD-003047,5689.05,Pending,REG-02
EXP-029796,2025-07-22,2025,Q3,July,DEP-004,CC-113,CAT-007,SUB-014,VEN-0051,Consulting fee,BUD-001411,5324.62,Rejected,REG-08
EXP-029994,2025-07-22,2025,Q3,July,DEP-007,CC-102,CAT-014,SUB-004,VEN-0040,Equipment purchase,BUD-006041,2201.1,Paid,REG-08
EXP-030931,2025-07-22,2025,Q3,July,DEP-003,CC-107,CAT-010,SUB-030,VEN-0036,Business travel,BUD-001682,3252.37,Paid,REG-01
EXP-031094,2025-07-22,2025,Q3,July,DEP-002,CC-118,CAT-013,SUB-015,VEN-0034,Office supplies,BUD-006670,802.1,Paid,REG-03
EXP-031662,2025-07-22,2025,Q3,July,DEP-006,CC-109,CAT-011,SUB-024,VEN-0085,Office supplies,BUD-007619,13530.1,Paid,REG-02
EXP-032798,2025-07-22,2025,Q3,July,DEP-006,CC-118,CAT-004,SUB-021,VEN-0021,Marketing expense,BUD-000254,3219.95,Paid,REG-08
EXP-033297,2025-07-22,2025,Q3,July,DEP-002,CC-101,CAT-008,SUB-033,VEN-0099,Maintenance service,BUD-007437,847.53,Pending,REG-06
EXP-033849,2025-07-22,2025,Q3,July,DEP-003,CC-114,CAT-001,SUB-019,VEN-0013,Business travel,BUD-001014,6520.36,Paid,REG-06
EXP-034155,2025-07-22,2025,Q3,July,DEP-002,CC-101,CAT-002,SUB-007,VEN-0026,Recruitment expense,BUD-009292,5516.16,Approved,REG-01
EXP-034209,2025-07-22,2025,Q3,July,DEP-010,CC-119,CAT-015,SUB-022,VEN-0065,Transportation,BUD-007594,20837.7,Pending,REG-02
EXP-036147,2025-07-22,2025,Q3,July,DEP-005,CC-114,CAT-013,SUB-019,VEN-0010,Cloud services,BUD-001751,12745.18,Approved,REG-05
EXP-038190,2025-07-22,2025,Q3,July,DEP-001,CC-107,CAT-014,SUB-025,VEN-0067,Professional services,BUD-009175,3923.25,Paid,REG-02
EXP-038890,2025-07-22,2025,Q3,July,DEP-006,CC-104,CAT-003,SUB-028,VEN-0050,Professional services,BUD-007331,6423.89,Paid,REG-01
EXP-039600,2025-07-22,2025,Q3,July,DEP-001,CC-106,CAT-013,SUB-026,VEN-0072,Maintenance service,BUD-004318,2363.04,Pending,REG-08
EXP-040936,2025-07-22,2025,Q3,July,DEP-007,CC-113,CAT-002,SUB-031,VEN-0070,Cloud services,BUD-003807,4364.26,Paid,REG-08
EXP-041242,2025-07-22,2025,Q3,July,DEP-002,CC-116,CAT-007,SUB-031,VEN-0023,Software subscription,BUD-006026,12477.0,Rejected,REG-05
EXP-041914,2025-07-22,2025,Q3,July,DEP-002,CC-109,CAT-005,SUB-027,VEN-0013,Marketing expense,BUD-002762,8237.04,Pending,REG-08
EXP-042273,2025-07-22,2025,Q3,July,DEP-010,CC-104,CAT-012,SUB-007,VEN-0028,Insurance expense,BUD-005058,26980.38,Approved,REG-06
EXP-042748,2025-07-22,2025,Q3,July,DEP-003,CC-102,CAT-002,SUB-006,VEN-0070,Software subscription,BUD-007542,1478.8,Paid,REG-04
EXP-043039,2025-07-22,2025,Q3,July,DEP-005,CC-103,CAT-009,SUB-003,VEN-0029,Professional services,BUD-002895,871.71,Approved,REG-02
EXP-043280,2025-07-22,2025,Q3,July,DEP-004,CC-108,CAT-012,SUB-026,VEN-0028,Insurance expense,BUD-006616,1197.34,Approved,REG-01
EXP-043566,2025-07-22,2025,Q3,July,DEP-004,CC-111,CAT-010,SUB-035,VEN-0080,Marketing expense,BUD-008468,19211.82,Rejected,REG-04
EXP-043651,2025-07-22,2025,Q3,July,DEP-009,CC-119,CAT-008,SUB-014,VEN-0070,Marketing expense,BUD-004661,12998.94,Rejected,REG-01
EXP-044885,2025-07-22,2025,Q3,July,DEP-007,CC-106,CAT-002,SUB-021,VEN-0012,Professional services,BUD-001537,2006.33,Approved,REG-07
EXP-045178,2025-07-22,2025,Q3,July,DEP-007,CC-119,CAT-005,SUB-038,VEN-0095,Transportation,BUD-000659,840.05,Paid,REG-03
EXP-045912,2025-07-22,2025,Q3,July,DEP-007,CC-119,CAT-012,SUB-035,VEN-0077,Cloud services,BUD-007843,20190.22,Paid,REG-04
EXP-046072,2025-07-22,2025,Q3,July,DEP-008,CC-101,CAT-015,SUB-015,VEN-0065,Utilities,BUD-007306,4071.13,Approved,REG-07
EXP-046926,2025-07-22,2025,Q3,July,DEP-009,CC-105,CAT-004,SUB-038,VEN-0097,Equipment purchase,BUD-001653,7438.8,Approved,REG-03
EXP-048109,2025-07-22,2025,Q3,July,DEP-008,CC-105,CAT-014,SUB-018,VEN-0047,Office supplies,BUD-006274,39604.64,Paid,REG-03
EXP-048551,2025-07-22,2025,Q3,July,DEP-006,CC-113,CAT-013,SUB-008,VEN-0035,Professional services,BUD-001447,2882.84,Paid,REG-01
EXP-048733,2025-07-22,2025,Q3,July,DEP-010,CC-116,CAT-004,SUB-022,VEN-0094,Maintenance service,BUD-003922,1326.08,Paid,REG-05
EXP-048982,2025-07-22,2025,Q3,July,DEP-003,CC-116,CAT-011,SUB-021,VEN-0092,Professional services,BUD-000293,1339.67,Approved,REG-03
EXP-049352,2025-07-22,2025,Q3,July,DEP-008,CC-114,CAT-002,SUB-037,VEN-0037,Cloud services,BUD-000126,1335.72,Paid,REG-08
EXP-049874,2025-07-22,2025,Q3,July,DEP-005,CC-101,CAT-015,SUB-011,VEN-0052,Software subscription,BUD-004560,3255.94,Pending,REG-04
EXP-000471,2025-07-23,2025,Q3,July,DEP-007,CC-120,CAT-015,SUB-020,VEN-0098,Marketing expense,BUD-001885,8499.98,Paid,REG-03
EXP-001959,2025-07-23,2025,Q3,July,DEP-001,CC-118,CAT-001,SUB-005,VEN-0008,Marketing expense,BUD-007073,6483.66,Paid,REG-01
EXP-003377,2025-07-23,2025,Q3,July,DEP-006,CC-101,CAT-015,SUB-022,VEN-0043,Facility expense,BUD-007755,4235.78,Paid,REG-06
EXP-003529,2025-07-23,2025,Q3,July,DEP-004,CC-107,CAT-008,SUB-011,VEN-0071,Software subscription,BUD-004467,13544.62,Approved,REG-04
EXP-004298,2025-07-23,2025,Q3,July,DEP-003,CC-116,CAT-003,SUB-017,VEN-0040,Professional services,BUD-009502,8741.74,Paid,REG-06
EXP-004773,2025-07-23,2025,Q3,July,DEP-004,CC-108,CAT-007,SUB-010,VEN-0022,Maintenance service,BUD-000426,877.64,Approved,REG-04
EXP-005887,2025-07-23,2025,Q3,July,DEP-007,CC-119,CAT-012,SUB-030,VEN-0031,Utilities,BUD-001558,18422.42,Approved,REG-04
EXP-007277,2025-07-23,2025,Q3,July,DEP-008,CC-109,CAT-001,SUB-039,VEN-0015,Software subscription,BUD-007614,8408.4,Approved,REG-07
EXP-007593,2025-07-23,2025,Q3,July,DEP-001,CC-108,CAT-002,SUB-015,VEN-0028,Equipment purchase,BUD-004525,7384.15,Paid,REG-05
EXP-007663,2025-07-23,2025,Q3,July,DEP-002,CC-105,CAT-006,SUB-026,VEN-0022,Consulting fee,BUD-004263,1248.16,Paid,REG-05
EXP-008048,2025-07-23,2025,Q3,July,DEP-010,CC-115,CAT-010,SUB-027,VEN-0078,Equipment purchase,BUD-009480,2450.89,Approved,REG-03
EXP-008245,2025-07-23,2025,Q3,July,DEP-005,CC-110,CAT-007,SUB-026,VEN-0037,Recruitment expense,BUD-007576,99601.68,Rejected,REG-05
EXP-009061,2025-07-23,2025,Q3,July,DEP-004,CC-108,CAT-005,SUB-006,VEN-0089,Office supplies,BUD-006589,5313.25,Paid,REG-02
EXP-009178,2025-07-23,2025,Q3,July,DEP-010,CC-105,CAT-014,SUB-024,VEN-0019,Transportation,BUD-008822,11260.85,Paid,REG-01
EXP-010087,2025-07-23,2025,Q3,July,DEP-010,CC-104,CAT-008,SUB-036,VEN-0004,Facility expense,BUD-008442,744.41,Approved,REG-01
EXP-010395,2025-07-23,2025,Q3,July,DEP-007,CC-106,CAT-013,SUB-012,VEN-0034,Employee training,BUD-004599,5475.94,Pending,REG-08
EXP-010767,2025-07-23,2025,Q3,July,DEP-003,CC-103,CAT-007,SUB-038,VEN-0061,Office supplies,BUD-006488,19283.21,Approved,REG-01
EXP-011527,2025-07-23,2025,Q3,July,DEP-006,CC-116,CAT-008,SUB-027,VEN-0046,Professional services,BUD-000388,1278.75,Approved,REG-08
EXP-012392,2025-07-23,2025,Q3,July,DEP-003,CC-114,CAT-014,SUB-032,VEN-0049,Recruitment expense,BUD-005381,822.7,Paid,REG-08
EXP-013333,2025-07-23,2025,Q3,July,DEP-003,CC-102,CAT-011,SUB-008,VEN-0095,Employee training,BUD-003921,1427.38,Paid,REG-06
EXP-013545,2025-07-23,2025,Q3,July,DEP-007,CC-114,CAT-004,SUB-039,VEN-0008,Consulting fee,BUD-001831,5974.03,Pending,REG-06
EXP-013851,2025-07-23,2025,Q3,July,DEP-006,CC-108,CAT-008,SUB-006,VEN-0056,Transportation,BUD-006745,15387.16,Paid,REG-04
EXP-013873,2025-07-23,2025,Q3,July,DEP-009,CC-103,CAT-014,SUB-035,VEN-0037,Office supplies,BUD-000659,977.87,Paid,REG-03
EXP-014890,2025-07-23,2025,Q3,July,DEP-003,CC-115,CAT-002,SUB-003,VEN-0035,Consulting fee,BUD-009796,7788.08,Paid,REG-05
EXP-015278,2025-07-23,2025,Q3,July,DEP-003,CC-106,CAT-009,SUB-013,VEN-0001,Equipment purchase,BUD-006976,22678.61,Paid,REG-06
EXP-015408,2025-07-23,2025,Q3,July,DEP-004,CC-110,CAT-011,SUB-034,VEN-0046,Employee training,BUD-007690,5583.3,Paid,REG-04
EXP-016900,2025-07-23,2025,Q3,July,DEP-002,CC-111,CAT-012,SUB-032,VEN-0021,Consulting fee,BUD-001774,4365.92,Paid,REG-02
EXP-017730,2025-07-23,2025,Q3,July,DEP-008,CC-117,CAT-010,SUB-034,VEN-0037,Insurance expense,BUD-004658,803.85,Approved,REG-07
EXP-018019,2025-07-23,2025,Q3,July,DEP-004,CC-111,CAT-006,SUB-021,VEN-0004,Recruitment expense,BUD-004322,7306.58,Paid,REG-01
EXP-019124,2025-07-23,2025,Q3,July,DEP-004,CC-118,CAT-007,SUB-031,VEN-0003,Equipment purchase,BUD-000636,6545.82,Paid,REG-08
EXP-020090,2025-07-23,2025,Q3,July,DEP-010,CC-107,CAT-013,SUB-014,VEN-0096,Maintenance service,BUD-008846,9183.06,Paid,REG-08
EXP-020131,2025-07-23,2025,Q3,July,DEP-005,CC-104,CAT-015,SUB-012,VEN-0046,Software subscription,BUD-000682,16665.75,Approved,REG-04
EXP-020359,2025-07-23,2025,Q3,July,DEP-006,CC-105,CAT-008,SUB-038,VEN-0065,Recruitment expense,BUD-008689,1735.25,Approved,REG-05
EXP-021281,2025-07-23,2025,Q3,July,DEP-007,CC-113,CAT-010,SUB-014,VEN-0018,Maintenance service,BUD-002367,1561.63,Paid,REG-04
EXP-023677,2025-07-23,2025,Q3,July,DEP-001,CC-115,CAT-010,SUB-001,VEN-0079,Recruitment expense,BUD-001885,17966.69,Paid,REG-04
EXP-025932,2025-07-23,2025,Q3,July,DEP-003,CC-101,CAT-002,SUB-018,VEN-0054,Software subscription,BUD-004008,2766.39,Pending,REG-04
EXP-026043,2025-07-23,2025,Q3,July,DEP-008,CC-101,CAT-002,SUB-007,VEN-0048,Software subscription,BUD-003194,746.97,Paid,REG-07
EXP-027293,2025-07-23,2025,Q3,July,DEP-002,CC-114,CAT-004,SUB-006,VEN-0087,Software subscription,BUD-003169,20463.85,Paid,REG-01
EXP-027922,2025-07-23,2025,Q3,July,DEP-010,CC-109,CAT-009,SUB-021,VEN-0043,Equipment purchase,BUD-009947,1587.29,Approved,REG-08
EXP-028740,2025-07-23,2025,Q3,July,DEP-007,CC-107,CAT-006,SUB-039,VEN-0034,Office supplies,BUD-003070,2391.73,Paid,REG-06
EXP-030515,2025-07-23,2025,Q3,July,DEP-010,CC-115,CAT-013,SUB-040,VEN-0094,Facility expense,BUD-002662,9718.98,Paid,REG-03
EXP-030569,2025-07-23,2025,Q3,July,DEP-008,CC-118,CAT-012,SUB-016,VEN-0092,Software subscription,BUD-003342,1099.22,Paid,REG-02
EXP-031085,2025-07-23,2025,Q3,July,DEP-006,CC-116,CAT-003,SUB-026,VEN-0021,Office supplies,BUD-008317,6751.41,Paid,REG-07
EXP-031340,2025-07-23,2025,Q3,July,DEP-007,CC-110,CAT-007,SUB-026,VEN-0055,Business travel,BUD-000707,2694.84,Paid,REG-01
EXP-031388,2025-07-23,2025,Q3,July,DEP-009,CC-107,CAT-006,SUB-037,VEN-0074,Employee training,BUD-007644,5347.3,Paid,REG-06
EXP-031596,2025-07-23,2025,Q3,July,DEP-005,CC-102,CAT-002,SUB-025,VEN-0078,Business travel,BUD-003157,4712.34,Paid,REG-07
EXP-031877,2025-07-23,2025,Q3,July,DEP-006,CC-103,CAT-012,SUB-033,VEN-0077,Cloud services,BUD-006423,7638.93,Pending,REG-07
EXP-031926,2025-07-23,2025,Q3,July,DEP-004,CC-120,CAT-010,SUB-038,VEN-0036,Office supplies,BUD-007552,3414.97,Paid,REG-03
EXP-032013,2025-07-23,2025,Q3,July,DEP-001,CC-115,CAT-010,SUB-039,VEN-0078,Office supplies,BUD-001047,1246.88,Paid,REG-05
EXP-032663,2025-07-23,2025,Q3,July,DEP-004,CC-109,CAT-002,SUB-040,VEN-0039,Business travel,BUD-002671,5903.56,Paid,REG-06
EXP-035520,2025-07-23,2025,Q3,July,DEP-007,CC-118,CAT-015,SUB-037,VEN-0038,Software subscription,BUD-003579,15240.01,Pending,REG-02
EXP-036534,2025-07-23,2025,Q3,July,DEP-009,CC-106,CAT-007,SUB-012,VEN-0062,Marketing expense,BUD-004680,5545.66,Paid,REG-01
EXP-037250,2025-07-23,2025,Q3,July,DEP-001,CC-105,CAT-014,SUB-027,VEN-0007,Employee training,BUD-000533,6667.04,Paid,REG-03
EXP-041337,2025-07-23,2025,Q3,July,DEP-001,CC-118,CAT-003,SUB-009,VEN-0036,Recruitment expense,BUD-003157,1936.45,Paid,REG-06
EXP-042173,2025-07-23,2025,Q3,July,DEP-008,CC-120,CAT-003,SUB-020,VEN-0065,Employee training,BUD-008207,15015.24,Paid,REG-03
EXP-043065,2025-07-23,2025,Q3,July,DEP-009,CC-115,CAT-010,SUB-014,VEN-0033,Marketing expense,BUD-001992,4342.58,Approved,REG-04
EXP-043188,2025-07-23,2025,Q3,July,DEP-009,CC-109,CAT-011,SUB-006,VEN-0005,Employee training,BUD-005626,7478.46,Paid,REG-03
EXP-044279,2025-07-23,2025,Q3,July,DEP-007,CC-112,CAT-015,SUB-005,VEN-0100,Insurance expense,BUD-005135,1397.62,Paid,REG-07
EXP-044297,2025-07-23,2025,Q3,July,DEP-009,CC-117,CAT-003,SUB-012,VEN-0087,Marketing expense,BUD-003343,6704.47,Paid,REG-01
EXP-044665,2025-07-23,2025,Q3,July,DEP-009,CC-101,CAT-009,SUB-023,VEN-0058,Employee training,BUD-000279,2210.1,Paid,REG-02
EXP-045592,2025-07-23,2025,Q3,July,DEP-004,CC-110,CAT-006,SUB-025,VEN-0076,Maintenance service,BUD-005660,5524.75,Paid,REG-03
EXP-046099,2025-07-23,2025,Q3,July,DEP-001,CC-106,CAT-002,SUB-037,VEN-0013,Professional services,BUD-007415,16304.31,Pending,REG-03
EXP-046468,2025-07-23,2025,Q3,July,DEP-007,CC-106,CAT-015,SUB-020,VEN-0033,Cloud services,BUD-005950,1319.06,Approved,REG-08
EXP-047410,2025-07-23,2025,Q3,July,DEP-008,CC-118,CAT-006,SUB-025,VEN-0023,Utilities,BUD-001058,1820.75,Pending,REG-01
EXP-049338,2025-07-23,2025,Q3,July,DEP-004,CC-113,CAT-010,SUB-028,VEN-0017,Professional services,BUD-006479,5895.22,Paid,REG-06
EXP-000813,2025-07-24,2025,Q3,July,DEP-002,CC-103,CAT-002,SUB-026,VEN-0017,Business travel,BUD-002208,899.79,Paid,REG-08
EXP-002815,2025-07-24,2025,Q3,July,DEP-010,CC-106,CAT-005,SUB-034,VEN-0027,Facility expense,BUD-008998,3067.04,Paid,REG-03
EXP-003642,2025-07-24,2025,Q3,July,DEP-001,CC-109,CAT-015,SUB-008,VEN-0014,Office supplies,BUD-007002,3442.63,Pending,REG-02
EXP-003829,2025-07-24,2025,Q3,July,DEP-005,CC-119,CAT-011,SUB-008,VEN-0037,Maintenance service,BUD-009424,680.71,Paid,REG-05
EXP-004463,2025-07-24,2025,Q3,July,DEP-006,CC-113,CAT-004,SUB-012,VEN-0042,Business travel,BUD-003558,3549.98,Paid,REG-04
EXP-004592,2025-07-24,2025,Q3,July,DEP-002,CC-106,CAT-010,SUB-032,VEN-0044,Professional services,BUD-004971,2044.38,Approved,REG-02
EXP-006970,2025-07-24,2025,Q3,July,DEP-004,CC-103,CAT-003,SUB-003,VEN-0030,Marketing expense,BUD-002667,4229.93,Paid,REG-03
EXP-007050,2025-07-24,2025,Q3,July,DEP-003,CC-101,CAT-003,SUB-021,VEN-0097,Facility expense,BUD-002566,380.18,Pending,REG-05
EXP-008534,2025-07-24,2025,Q3,July,DEP-004,CC-120,CAT-009,SUB-023,VEN-0100,Office supplies,BUD-008690,3508.86,Approved,REG-03
EXP-008949,2025-07-24,2025,Q3,July,DEP-005,CC-106,CAT-003,SUB-027,VEN-0067,Recruitment expense,BUD-006355,12926.62,Approved,REG-05
EXP-009822,2025-07-24,2025,Q3,July,DEP-001,CC-110,CAT-002,SUB-023,VEN-0012,Recruitment expense,BUD-003292,7735.37,Paid,REG-02
EXP-010313,2025-07-24,2025,Q3,July,DEP-008,CC-103,CAT-005,SUB-034,VEN-0040,Employee training,BUD-006026,5529.52,Pending,REG-04
EXP-010472,2025-07-24,2025,Q3,July,DEP-009,CC-109,CAT-015,SUB-029,VEN-0028,Facility expense,BUD-006463,2593.43,Paid,REG-05
EXP-011189,2025-07-24,2025,Q3,July,DEP-008,CC-117,CAT-005,SUB-009,VEN-0073,Utilities,BUD-002384,7105.48,Pending,REG-02
EXP-011261,2025-07-24,2025,Q3,July,DEP-004,CC-112,CAT-007,SUB-037,VEN-0021,Software subscription,BUD-000857,2193.09,Rejected,REG-08
