Revenue_ID,Date,Year,Quarter,Month,Department_ID,Customer_ID,Revenue_Category_ID,Invoice_ID,Revenue_Amount,Payment_Status,Region_ID
REV-002866,2025-05-21,2025,Q2,May,DEP-008,CUS-00493,RCAT-005,INV-008413,21536.89,Pending,REG-02
REV-002966,2025-05-21,2025,Q2,May,DEP-004,CUS-01858,RCAT-004,INV-009633,9343.3,Paid,REG-03
REV-003369,2025-05-21,2025,Q2,May,DEP-004,CUS-00529,RCAT-006,INV-013342,8346.75,Pending,REG-08
REV-003439,2025-05-21,2025,Q2,May,DEP-003,CUS-01508,RCAT-007,INV-013244,9690.8,Paid,REG-06
REV-003482,2025-05-21,2025,Q2,May,DEP-005,CUS-01745,RCAT-008,INV-004617,60243.4,Overdue,REG-08
REV-005434,2025-05-21,2025,Q2,May,DEP-004,CUS-01053,RCAT-004,INV-002560,11032.32,Approved,REG-01
REV-005745,2025-05-21,2025,Q2,May,DEP-010,CUS-01196,RCAT-010,INV-010069,37849.63,Approved,REG-03
REV-005795,2025-05-21,2025,Q2,May,DEP-009,CUS-01364,RCAT-009,INV-008127,12858.15,Approved,REG-08
REV-006477,2025-05-21,2025,Q2,May,DEP-004,CUS-00800,RCAT-005,INV-012439,21653.02,Cancelled,REG-07
REV-006788,2025-05-21,2025,Q2,May,DEP-007,CUS-01093,RCAT-008,INV-013557,112569.2,Paid,REG-01
REV-007150,2025-05-21,2025,Q2,May,DEP-010,CUS-00444,RCAT-005,INV-000691,10090.43,Approved,REG-07
REV-007219,2025-05-21,2025,Q2,May,DEP-001,CUS-00844,RCAT-002,INV-012006,12671.14,Paid,REG-05
REV-007774,2025-05-21,2025,Q2,May,DEP-008,CUS-00348,RCAT-003,INV-000959,83321.8,Overdue,REG-06
REV-008904,2025-05-21,2025,Q2,May,DEP-001,CUS-00966,RCAT-007,INV-010847,32722.4,Paid,REG-06
REV-010274,2025-05-21,2025,Q2,May,DEP-003,CUS-00737,RCAT-006,INV-010508,2581.82,Paid,REG-07
REV-010843,2025-05-21,2025,Q2,May,DEP-008,CUS-00430,RCAT-007,INV-006036,10825.52,Overdue,REG-05
REV-012391,2025-05-21,2025,Q2,May,DEP-002,CUS-00114,RCAT-010,INV-001197,3710.58,Paid,REG-06
REV-012455,2025-05-21,2025,Q2,May,DEP-006,CUS-00432,RCAT-003,INV-009755,31157.64,Paid,REG-02
REV-013110,2025-05-21,2025,Q2,May,DEP-003,CUS-00016,RCAT-002,INV-001419,21531.49,Paid,REG-07
REV-013129,2025-05-21,2025,Q2,May,DEP-008,CUS-01000,RCAT-004,INV-010784,10252.32,Paid,REG-04
REV-013818,2025-05-21,2025,Q2,May,DEP-006,CUS-01557,RCAT-005,INV-005881,7716.2,Paid,REG-06
REV-014240,2025-05-21,2025,Q2,May,DEP-006,CUS-00058,RCAT-003,INV-002502,14427.61,Paid,REG-02
REV-014474,2025-05-21,2025,Q2,May,DEP-001,CUS-00824,RCAT-001,INV-005386,20668.3,Pending,REG-08
REV-014575,2025-05-21,2025,Q2,May,DEP-002,CUS-00016,RCAT-010,INV-007877,3775.33,Paid,REG-01
REV-015531,2025-05-21,2025,Q2,May,DEP-005,CUS-00210,RCAT-003,INV-005029,11156.9,Paid,REG-02
REV-015905,2025-05-21,2025,Q2,May,DEP-009,CUS-00614,RCAT-009,INV-003002,17531.94,Paid,REG-05
REV-015921,2025-05-21,2025,Q2,May,DEP-009,CUS-01388,RCAT-009,INV-004787,15700.06,Paid,REG-02
REV-016043,2025-05-21,2025,Q2,May,DEP-007,CUS-00774,RCAT-006,INV-010105,3329.92,Paid,REG-06
REV-016812,2025-05-21,2025,Q2,May,DEP-002,CUS-01306,RCAT-007,INV-008263,10747.91,Paid,REG-04
REV-018520,2025-05-21,2025,Q2,May,DEP-003,CUS-00620,RCAT-008,INV-006649,39490.22,Overdue,REG-02
REV-019738,2025-05-21,2025,Q2,May,DEP-008,CUS-00950,RCAT-009,INV-008283,21146.55,Paid,REG-07
REV-021058,2025-05-21,2025,Q2,May,DEP-003,CUS-00931,RCAT-005,INV-004206,27894.73,Overdue,REG-04
REV-021868,2025-05-21,2025,Q2,May,DEP-010,CUS-00208,RCAT-009,INV-014008,47136.46,Paid,REG-06
REV-023185,2025-05-21,2025,Q2,May,DEP-002,CUS-01797,RCAT-001,INV-013656,39272.53,Pending,REG-08
REV-023889,2025-05-21,2025,Q2,May,DEP-003,CUS-00210,RCAT-009,INV-013794,12720.41,Paid,REG-03
REV-024923,2025-05-21,2025,Q2,May,DEP-010,CUS-00310,RCAT-002,INV-011584,11372.11,Paid,REG-07
REV-000127,2025-05-22,2025,Q2,May,DEP-006,CUS-01161,RCAT-006,INV-002443,9809.14,Paid,REG-08
REV-001325,2025-05-22,2025,Q2,May,DEP-010,CUS-01229,RCAT-006,INV-004539,4944.09,Pending,REG-01
REV-002863,2025-05-22,2025,Q2,May,DEP-003,CUS-00368,RCAT-010,INV-005584,5786.75,Paid,REG-02
REV-002924,2025-05-22,2025,Q2,May,DEP-005,CUS-00677,RCAT-009,INV-000359,17287.01,Approved,REG-08
REV-003144,2025-05-22,2025,Q2,May,DEP-005,CUS-01401,RCAT-006,INV-011764,11676.63,Pending,REG-03
REV-004919,2025-05-22,2025,Q2,May,DEP-004,CUS-00440,RCAT-006,INV-011870,3097.67,Overdue,REG-02
REV-006006,2025-05-22,2025,Q2,May,DEP-009,CUS-01431,RCAT-002,INV-011023,12074.34,Paid,REG-06
REV-006381,2025-05-22,2025,Q2,May,DEP-002,CUS-01557,RCAT-009,INV-013310,26173.65,Paid,REG-05
REV-006843,2025-05-22,2025,Q2,May,DEP-007,CUS-00903,RCAT-002,INV-001889,39206.9,Pending,REG-02
REV-008095,2025-05-22,2025,Q2,May,DEP-010,CUS-01834,RCAT-009,INV-007374,4074.43,Pending,REG-05
REV-008662,2025-05-22,2025,Q2,May,DEP-006,CUS-01733,RCAT-001,INV-011338,11949.47,Paid,REG-04
REV-009280,2025-05-22,2025,Q2,May,DEP-004,CUS-01732,RCAT-003,INV-002743,3486.48,Paid,REG-05
REV-009716,2025-05-22,2025,Q2,May,DEP-006,CUS-00214,RCAT-004,INV-013257,21310.43,Pending,REG-05
REV-009901,2025-05-22,2025,Q2,May,DEP-002,CUS-00663,RCAT-006,INV-013392,19983.84,Paid,REG-07
REV-011514,2025-05-22,2025,Q2,May,DEP-007,CUS-01735,RCAT-010,INV-012738,1759.16,Pending,REG-02
REV-011564,2025-05-22,2025,Q2,May,DEP-005,CUS-01775,RCAT-008,INV-003943,4059.55,Pending,REG-06
REV-012511,2025-05-22,2025,Q2,May,DEP-002,CUS-01915,RCAT-003,INV-005080,25285.16,Pending,REG-02
REV-012668,2025-05-22,2025,Q2,May,DEP-009,CUS-01050,RCAT-002,INV-005739,7742.58,Pending,REG-07
REV-013056,2025-05-22,2025,Q2,May,DEP-004,CUS-01040,RCAT-007,INV-004805,4548.4,Paid,REG-01
REV-013578,2025-05-22,2025,Q2,May,DEP-001,CUS-01783,RCAT-003,INV-012179,10962.02,Paid,REG-02
REV-014270,2025-05-22,2025,Q2,May,DEP-010,CUS-00953,RCAT-001,INV-004044,16490.32,Paid,REG-04
REV-014317,2025-05-22,2025,Q2,May,DEP-002,CUS-01947,RCAT-002,INV-007166,6667.37,Paid,REG-06
REV-014402,2025-05-22,2025,Q2,May,DEP-010,CUS-01232,RCAT-002,INV-007069,9440.54,Paid,REG-08
REV-015341,2025-05-22,2025,Q2,May,DEP-004,CUS-01478,RCAT-004,INV-013864,36348.41,Paid,REG-01
REV-018769,2025-05-22,2025,Q2,May,DEP-010,CUS-00878,RCAT-007,INV-008221,8176.35,Pending,REG-01
REV-020680,2025-05-22,2025,Q2,May,DEP-007,CUS-01611,RCAT-001,INV-001053,16206.01,Overdue,REG-04
REV-020843,2025-05-22,2025,Q2,May,DEP-004,CUS-00420,RCAT-004,INV-012598,49419.42,Cancelled,REG-03
REV-021316,2025-05-22,2025,Q2,May,DEP-007,CUS-01618,RCAT-002,INV-000417,42473.44,Pending,REG-05
REV-021764,2025-05-22,2025,Q2,May,DEP-005,CUS-00825,RCAT-002,INV-011153,14011.28,Paid,REG-05
REV-024235,2025-05-22,2025,Q2,May,DEP-010,CUS-00451,RCAT-009,INV-008031,5934.98,Paid,REG-04
REV-024357,2025-05-22,2025,Q2,May,DEP-002,CUS-01218,RCAT-010,INV-003620,4474.37,Paid,REG-02
REV-000527,2025-05-23,2025,Q2,May,DEP-004,CUS-01100,RCAT-002,INV-008474,12231.82,Paid,REG-03
REV-002016,2025-05-23,2025,Q2,May,DEP-005,CUS-00990,RCAT-005,INV-000135,38419.19,Paid,REG-07
REV-002271,2025-05-23,2025,Q2,May,DEP-002,CUS-00016,RCAT-003,INV-012651,13742.01,Paid,REG-04
REV-003816,2025-05-23,2025,Q2,May,DEP-009,CUS-01132,RCAT-003,INV-009494,16735.79,Paid,REG-02
REV-003892,2025-05-23,2025,Q2,May,DEP-003,CUS-01186,RCAT-006,INV-008561,6958.89,Paid,REG-05
REV-004687,2025-05-23,2025,Q2,May,DEP-005,CUS-00811,RCAT-001,INV-009465,16950.06,Paid,REG-04
REV-004995,2025-05-23,2025,Q2,May,DEP-006,CUS-01091,RCAT-009,INV-003313,19925.61,Paid,REG-08
REV-006334,2025-05-23,2025,Q2,May,DEP-009,CUS-00457,RCAT-001,INV-006486,13957.74,Pending,REG-08
REV-007189,2025-05-23,2025,Q2,May,DEP-008,CUS-01319,RCAT-005,INV-001501,20795.6,Pending,REG-01
REV-009106,2025-05-23,2025,Q2,May,DEP-004,CUS-00504,RCAT-005,INV-007502,5602.71,Overdue,REG-06
REV-010803,2025-05-23,2025,Q2,May,DEP-010,CUS-01017,RCAT-008,INV-011665,13167.17,Overdue,REG-06
REV-011490,2025-05-23,2025,Q2,May,DEP-009,CUS-01584,RCAT-001,INV-010348,10907.78,Approved,REG-05
REV-012185,2025-05-23,2025,Q2,May,DEP-001,CUS-01316,RCAT-002,INV-005455,19299.97,Paid,REG-05
REV-012554,2025-05-23,2025,Q2,May,DEP-007,CUS-00433,RCAT-006,INV-012851,33235.66,Overdue,REG-01
REV-012856,2025-05-23,2025,Q2,May,DEP-002,CUS-01221,RCAT-003,INV-012078,42918.03,Pending,REG-03
REV-013461,2025-05-23,2025,Q2,May,DEP-004,CUS-00031,RCAT-002,INV-012796,11981.91,Paid,REG-06
REV-015157,2025-05-23,2025,Q2,May,DEP-010,CUS-01607,RCAT-007,INV-013145,77319.08,Approved,REG-02
REV-015864,2025-05-23,2025,Q2,May,DEP-009,CUS-00718,RCAT-002,INV-003246,2981.28,Cancelled,REG-05
REV-016626,2025-05-23,2025,Q2,May,DEP-007,CUS-00901,RCAT-001,INV-008567,9967.97,Paid,REG-03
REV-017016,2025-05-23,2025,Q2,May,DEP-002,CUS-01055,RCAT-005,INV-010908,13612.45,Paid,REG-01
REV-018265,2025-05-23,2025,Q2,May,DEP-004,CUS-01780,RCAT-008,INV-013559,13882.72,Paid,REG-03
REV-018365,2025-05-23,2025,Q2,May,DEP-009,CUS-01613,RCAT-003,INV-002538,7563.86,Pending,REG-01
REV-018458,2025-05-23,2025,Q2,May,DEP-007,CUS-01469,RCAT-009,INV-012738,41326.71,Overdue,REG-04
REV-018676,2025-05-23,2025,Q2,May,DEP-002,CUS-00645,RCAT-003,INV-012890,2396.03,Cancelled,REG-06
REV-019041,2025-05-23,2025,Q2,May,DEP-004,CUS-01407,RCAT-003,INV-014892,27375.22,Paid,REG-01
REV-019802,2025-05-23,2025,Q2,May,DEP-004,CUS-00026,RCAT-005,INV-000742,9642.05,Overdue,REG-06
REV-019898,2025-05-23,2025,Q2,May,DEP-001,CUS-01797,RCAT-002,INV-011923,10245.12,Paid,REG-02
REV-020169,2025-05-23,2025,Q2,May,DEP-001,CUS-00092,RCAT-004,INV-005820,4959.19,Paid,REG-06
REV-020957,2025-05-23,2025,Q2,May,DEP-008,CUS-00333,RCAT-003,INV-003871,27994.54,Paid,REG-07
REV-021185,2025-05-23,2025,Q2,May,DEP-003,CUS-00635,RCAT-003,INV-004067,43164.85,Pending,REG-01
REV-021354,2025-05-23,2025,Q2,May,DEP-010,CUS-01354,RCAT-004,INV-012091,25770.68,Approved,REG-08
REV-022554,2025-05-23,2025,Q2,May,DEP-010,CUS-01627,RCAT-008,INV-001457,9577.87,Approved,REG-04
REV-023415,2025-05-23,2025,Q2,May,DEP-008,CUS-00466,RCAT-010,INV-003686,3793.66,Paid,REG-07
REV-023520,2025-05-23,2025,Q2,May,DEP-010,CUS-00975,RCAT-006,INV-001649,1922.43,Paid,REG-04
REV-024957,2025-05-23,2025,Q2,May,DEP-007,CUS-01690,RCAT-010,INV-005693,6535.33,Cancelled,REG-05
REV-000262,2025-05-24,2025,Q2,May,DEP-004,CUS-00737,RCAT-005,INV-004382,26586.49,Pending,REG-03
REV-001498,2025-05-24,2025,Q2,May,DEP-003,CUS-00626,RCAT-002,INV-011871,5989.6,Paid,REG-06
REV-002339,2025-05-24,2025,Q2,May,DEP-001,CUS-01617,RCAT-010,INV-007705,1654.52,Overdue,REG-04
REV-002484,2025-05-24,2025,Q2,May,DEP-009,CUS-00196,RCAT-006,INV-003849,31517.97,Pending,REG-01
REV-003252,2025-05-24,2025,Q2,May,DEP-008,CUS-01196,RCAT-010,INV-003929,4390.73,Paid,REG-08
REV-004492,2025-05-24,2025,Q2,May,DEP-004,CUS-00801,RCAT-008,INV-008797,6417.15,Paid,REG-05
REV-004739,2025-05-24,2025,Q2,May,DEP-006,CUS-00534,RCAT-005,INV-001956,12940.08,Approved,REG-01
REV-007493,2025-05-24,2025,Q2,May,DEP-004,CUS-00959,RCAT-008,INV-010961,28471.02,Paid,REG-03
REV-007675,2025-05-24,2025,Q2,May,DEP-008,CUS-00910,RCAT-001,INV-011800,1167.99,Paid,REG-08
REV-008934,2025-05-24,2025,Q2,May,DEP-010,CUS-00323,RCAT-002,INV-007279,14802.68,Paid,REG-07
REV-009469,2025-05-24,2025,Q2,May,DEP-006,CUS-00966,RCAT-009,INV-005087,38846.14,Pending,REG-03
REV-010036,2025-05-24,2025,Q2,May,DEP-004,CUS-01574,RCAT-009,INV-010862,13578.3,Paid,REG-02
REV-010804,2025-05-24,2025,Q2,May,DEP-009,CUS-00203,RCAT-005,INV-009448,47557.21,Pending,REG-03
REV-011060,2025-05-24,2025,Q2,May,DEP-003,CUS-00024,RCAT-004,INV-008455,11862.6,Paid,REG-06
REV-011456,2025-05-24,2025,Q2,May,DEP-003,CUS-00011,RCAT-006,INV-012852,21700.15,Approved,REG-02
REV-011972,2025-05-24,2025,Q2,May,DEP-004,CUS-01088,RCAT-009,INV-004731,78365.95,Paid,REG-08
REV-013462,2025-05-24,2025,Q2,May,DEP-003,CUS-00115,RCAT-005,INV-009312,1620.29,Approved,REG-04
REV-013981,2025-05-24,2025,Q2,May,DEP-008,CUS-00844,RCAT-006,INV-007341,20638.77,Paid,REG-08
REV-018467,2025-05-24,2025,Q2,May,DEP-002,CUS-01686,RCAT-009,INV-004604,7900.54,Paid,REG-07
REV-018674,2025-05-24,2025,Q2,May,DEP-008,CUS-01522,RCAT-007,INV-000592,3112.75,Pending,REG-06
REV-018742,2025-05-24,2025,Q2,May,DEP-010,CUS-01806,RCAT-008,INV-004634,26333.55,Overdue,REG-06
REV-019249,2025-05-24,2025,Q2,May,DEP-006,CUS-01826,RCAT-008,INV-001916,6929.5,Pending,REG-08
REV-019498,2025-05-24,2025,Q2,May,DEP-003,CUS-01296,RCAT-004,INV-007468,20246.47,Pending,REG-08
REV-021057,2025-05-24,2025,Q2,May,DEP-008,CUS-00175,RCAT-001,INV-013593,35119.23,Paid,REG-04
REV-021067,2025-05-24,2025,Q2,May,DEP-010,CUS-01675,RCAT-010,INV-006964,29530.29,Pending,REG-05
REV-021268,2025-05-24,2025,Q2,May,DEP-010,CUS-01390,RCAT-003,INV-001202,21113.13,Approved,REG-03
REV-021524,2025-05-24,2025,Q2,May,DEP-001,CUS-01696,RCAT-007,INV-004744,40351.84,Paid,REG-03
REV-023539,2025-05-24,2025,Q2,May,DEP-002,CUS-01844,RCAT-005,INV-000293,6521.4,Paid,REG-01
REV-023636,2025-05-24,2025,Q2,May,DEP-001,CUS-00105,RCAT-006,INV-009324,7901.29,Paid,REG-08
REV-024432,2025-05-24,2025,Q2,May,DEP-006,CUS-00379,RCAT-009,INV-005173,10509.26,Pending,REG-02
REV-000310,2025-05-25,2025,Q2,May,DEP-003,CUS-00343,RCAT-009,INV-000709,25521.11,Overdue,REG-02
REV-000786,2025-05-25,2025,Q2,May,DEP-005,CUS-00513,RCAT-004,INV-009541,18637.47,Approved,REG-03
REV-000888,2025-05-25,2025,Q2,May,DEP-005,CUS-01482,RCAT-006,INV-008658,7088.53,Paid,REG-02
REV-001667,2025-05-25,2025,Q2,May,DEP-005,CUS-01367,RCAT-001,INV-009772,70798.7,Paid,REG-01
REV-002253,2025-05-25,2025,Q2,May,DEP-002,CUS-01170,RCAT-002,INV-012015,50603.37,Approved,REG-05
REV-003299,2025-05-25,2025,Q2,May,DEP-009,CUS-00965,RCAT-003,INV-002515,11076.4,Paid,REG-04
REV-005361,2025-05-25,2025,Q2,May,DEP-007,CUS-00835,RCAT-008,INV-006599,12685.42,Paid,REG-05
REV-005605,2025-05-25,2025,Q2,May,DEP-003,CUS-01575,RCAT-004,INV-012471,32941.99,Overdue,REG-03
REV-005806,2025-05-25,2025,Q2,May,DEP-001,CUS-01059,RCAT-002,INV-012648,6030.75,Approved,REG-08
REV-006023,2025-05-25,2025,Q2,May,DEP-005,CUS-00058,RCAT-001,INV-005067,207132.59,Pending,REG-06
REV-007776,2025-05-25,2025,Q2,May,DEP-003,CUS-01569,RCAT-010,INV-011143,15165.55,Paid,REG-01
REV-008634,2025-05-25,2025,Q2,May,DEP-002,CUS-00560,RCAT-001,INV-006237,11167.0,Paid,REG-04
REV-008762,2025-05-25,2025,Q2,May,DEP-002,CUS-01087,RCAT-005,INV-001333,108989.19,Paid,REG-05
REV-009471,2025-05-25,2025,Q2,May,DEP-005,CUS-00740,RCAT-003,INV-003525,1758.67,Paid,REG-03
REV-010973,2025-05-25,2025,Q2,May,DEP-006,CUS-01630,RCAT-001,INV-002561,7162.97,Approved,REG-01
REV-011430,2025-05-25,2025,Q2,May,DEP-009,CUS-00277,RCAT-003,INV-005954,3188.74,Paid,REG-06
REV-011489,2025-05-25,2025,Q2,May,DEP-009,CUS-00430,RCAT-009,INV-001609,26996.34,Approved,REG-06
REV-011566,2025-05-25,2025,Q2,May,DEP-008,CUS-00711,RCAT-006,INV-000396,4137.06,Paid,REG-03
REV-012097,2025-05-25,2025,Q2,May,DEP-007,CUS-00952,RCAT-003,INV-005806,8834.37,Approved,REG-02
REV-012374,2025-05-25,2025,Q2,May,DEP-005,CUS-01677,RCAT-008,INV-014249,12358.95,Paid,REG-08
REV-012734,2025-05-25,2025,Q2,May,DEP-001,CUS-00416,RCAT-009,INV-004523,16455.63,Paid,REG-07
REV-012988,2025-05-25,2025,Q2,May,DEP-007,CUS-01184,RCAT-007,INV-001297,84650.42,Overdue,REG-01
REV-014450,2025-05-25,2025,Q2,May,DEP-003,CUS-01330,RCAT-010,INV-007470,4435.91,Paid,REG-06
REV-015972,2025-05-25,2025,Q2,May,DEP-007,CUS-01246,RCAT-007,INV-002726,11218.43,Paid,REG-02
REV-016224,2025-05-25,2025,Q2,May,DEP-009,CUS-01576,RCAT-003,INV-010744,19400.11,Paid,REG-04
REV-016724,2025-05-25,2025,Q2,May,DEP-003,CUS-00575,RCAT-003,INV-003230,38828.84,Paid,REG-03
REV-017555,2025-05-25,2025,Q2,May,DEP-010,CUS-01773,RCAT-008,INV-003508,10918.71,Paid,REG-03
REV-017750,2025-05-25,2025,Q2,May,DEP-001,CUS-01028,RCAT-007,INV-013206,26419.96,Paid,REG-06
REV-017772,2025-05-25,2025,Q2,May,DEP-004,CUS-00549,RCAT-001,INV-001072,3819.96,Paid,REG-04
REV-018036,2025-05-25,2025,Q2,May,DEP-002,CUS-00440,RCAT-006,INV-007182,2043.49,Approved,REG-08
REV-020626,2025-05-25,2025,Q2,May,DEP-003,CUS-01888,RCAT-004,INV-009553,26946.45,Paid,REG-07
REV-020808,2025-05-25,2025,Q2,May,DEP-010,CUS-00125,RCAT-006,INV-007801,56664.4,Paid,REG-01
REV-021031,2025-05-25,2025,Q2,May,DEP-006,CUS-01122,RCAT-004,INV-011241,4272.8,Approved,REG-05
REV-022760,2025-05-25,2025,Q2,May,DEP-002,CUS-01803,RCAT-004,INV-001558,29837.57,Paid,REG-08
REV-022990,2025-05-25,2025,Q2,May,DEP-010,CUS-01064,RCAT-004,INV-010443,14798.22,Paid,REG-04
REV-023975,2025-05-25,2025,Q2,May,DEP-005,CUS-00410,RCAT-008,INV-009344,55244.24,Pending,REG-08
REV-024014,2025-05-25,2025,Q2,May,DEP-001,CUS-01245,RCAT-002,INV-009657,17689.81,Paid,REG-03
REV-024347,2025-05-25,2025,Q2,May,DEP-009,CUS-01283,RCAT-006,INV-000760,2082.78,Cancelled,REG-06
REV-001167,2025-05-26,2025,Q2,May,DEP-003,CUS-01226,RCAT-009,INV-008490,22153.55,Paid,REG-05
REV-001447,2025-05-26,2025,Q2,May,DEP-006,CUS-00108,RCAT-005,INV-003527,5061.11,Paid,REG-01
REV-001459,2025-05-26,2025,Q2,May,DEP-008,CUS-01871,RCAT-005,INV-008680,9387.75,Pending,REG-04
REV-001622,2025-05-26,2025,Q2,May,DEP-005,CUS-01653,RCAT-001,INV-006662,3445.61,Paid,REG-05
REV-002874,2025-05-26,2025,Q2,May,DEP-008,CUS-00521,RCAT-006,INV-007511,15162.35,Overdue,REG-07
REV-003863,2025-05-26,2025,Q2,May,DEP-003,CUS-01190,RCAT-001,INV-006207,56997.86,Overdue,REG-07
REV-003966,2025-05-26,2025,Q2,May,DEP-008,CUS-01118,RCAT-002,INV-008817,3547.61,Pending,REG-01
REV-004771,2025-05-26,2025,Q2,May,DEP-004,CUS-00376,RCAT-001,INV-003088,8317.21,Paid,REG-07
REV-005651,2025-05-26,2025,Q2,May,DEP-003,CUS-01304,RCAT-007,INV-006643,43224.71,Approved,REG-01
REV-005680,2025-05-26,2025,Q2,May,DEP-009,CUS-00765,RCAT-005,INV-011538,3590.13,Overdue,REG-03
REV-006333,2025-05-26,2025,Q2,May,DEP-001,CUS-00155,RCAT-006,INV-014603,3653.31,Paid,REG-03
REV-007705,2025-05-26,2025,Q2,May,DEP-007,CUS-01102,RCAT-008,INV-013457,40772.84,Paid,REG-04
REV-008141,2025-05-26,2025,Q2,May,DEP-002,CUS-00458,RCAT-010,INV-001048,24893.84,Pending,REG-03
REV-008916,2025-05-26,2025,Q2,May,DEP-002,CUS-01750,RCAT-010,INV-006054,1902.57,Paid,REG-05
REV-009079,2025-05-26,2025,Q2,May,DEP-010,CUS-01993,RCAT-003,INV-014339,46357.65,Pending,REG-04
REV-009129,2025-05-26,2025,Q2,May,DEP-005,CUS-01395,RCAT-007,INV-011927,9025.69,Approved,REG-04
REV-009134,2025-05-26,2025,Q2,May,DEP-001,CUS-00740,RCAT-004,INV-006734,48202.86,Paid,REG-08
REV-009961,2025-05-26,2025,Q2,May,DEP-009,CUS-00970,RCAT-002,INV-003901,1165.19,Pending,REG-03
REV-010465,2025-05-26,2025,Q2,May,DEP-006,CUS-00099,RCAT-009,INV-001497,2855.3,Approved,REG-07
REV-011468,2025-05-26,2025,Q2,May,DEP-004,CUS-00420,RCAT-009,INV-012201,9838.91,Paid,REG-05
REV-011606,2025-05-26,2025,Q2,May,DEP-003,CUS-00601,RCAT-009,INV-011369,19938.34,Pending,REG-01
REV-012189,2025-05-26,2025,Q2,May,DEP-007,CUS-00551,RCAT-003,INV-009280,78636.03,Cancelled,REG-07
REV-015022,2025-05-26,2025,Q2,May,DEP-008,CUS-00231,RCAT-007,INV-010430,9281.43,Cancelled,REG-03
REV-015781,2025-05-26,2025,Q2,May,DEP-004,CUS-00630,RCAT-001,INV-008230,89458.66,Paid,REG-07
REV-015817,2025-05-26,2025,Q2,May,DEP-008,CUS-01727,RCAT-006,INV-011431,37598.06,Cancelled,REG-08
REV-016904,2025-05-26,2025,Q2,May,DEP-006,CUS-01428,RCAT-008,INV-000523,42046.08,Paid,REG-07
REV-017426,2025-05-26,2025,Q2,May,DEP-010,CUS-01179,RCAT-001,INV-008045,17423.44,Paid,REG-04
REV-017723,2025-05-26,2025,Q2,May,DEP-010,CUS-01142,RCAT-005,INV-002871,12380.47,Pending,REG-04
REV-018708,2025-05-26,2025,Q2,May,DEP-006,CUS-00598,RCAT-010,INV-012826,8458.29,Approved,REG-05
REV-021590,2025-05-26,2025,Q2,May,DEP-006,CUS-00816,RCAT-007,INV-010860,8480.9,Paid,REG-07
REV-021694,2025-05-26,2025,Q2,May,DEP-003,CUS-00139,RCAT-009,INV-002796,11001.5,Pending,REG-02
REV-022003,2025-05-26,2025,Q2,May,DEP-008,CUS-01633,RCAT-009,INV-004698,3207.46,Overdue,REG-05
REV-022506,2025-05-26,2025,Q2,May,DEP-009,CUS-00327,RCAT-002,INV-005340,98125.97,Paid,REG-08
REV-022788,2025-05-26,2025,Q2,May,DEP-010,CUS-01480,RCAT-008,INV-006786,10071.11,Paid,REG-07
REV-023442,2025-05-26,2025,Q2,May,DEP-009,CUS-01016,RCAT-003,INV-011820,3464.97,Paid,REG-07
REV-000052,2025-05-27,2025,Q2,May,DEP-009,CUS-00864,RCAT-001,INV-010030,20268.21,Overdue,REG-03
REV-000789,2025-05-27,2025,Q2,May,DEP-006,CUS-01472,RCAT-002,INV-006719,21630.0,Paid,REG-06
REV-000860,2025-05-27,2025,Q2,May,DEP-009,CUS-01146,RCAT-001,INV-013314,9816.25,Approved,REG-01
REV-001887,2025-05-27,2025,Q2,May,DEP-009,CUS-00554,RCAT-001,INV-014324,133830.26,Paid,REG-05
REV-003642,2025-05-27,2025,Q2,May,DEP-008,CUS-01237,RCAT-004,INV-014371,76825.92,Approved,REG-04
REV-004943,2025-05-27,2025,Q2,May,DEP-006,CUS-00629,RCAT-007,INV-009504,42994.82,Paid,REG-03
REV-006162,2025-05-27,2025,Q2,May,DEP-010,CUS-01536,RCAT-007,INV-009104,25104.14,Paid,REG-07
REV-006949,2025-05-27,2025,Q2,May,DEP-001,CUS-01016,RCAT-010,INV-001261,73608.42,Paid,REG-08
REV-007571,2025-05-27,2025,Q2,May,DEP-009,CUS-00533,RCAT-001,INV-010752,13036.09,Paid,REG-01
REV-007801,2025-05-27,2025,Q2,May,DEP-003,CUS-00898,RCAT-001,INV-005205,3360.7,Paid,REG-04
REV-007962,2025-05-27,2025,Q2,May,DEP-006,CUS-00008,RCAT-002,INV-001473,19098.14,Paid,REG-03
REV-009054,2025-05-27,2025,Q2,May,DEP-005,CUS-01100,RCAT-006,INV-008099,17698.89,Paid,REG-01
REV-009103,2025-05-27,2025,Q2,May,DEP-007,CUS-00354,RCAT-002,INV-005519,1454.37,Paid,REG-04
REV-010367,2025-05-27,2025,Q2,May,DEP-003,CUS-01316,RCAT-009,INV-014430,11301.81,Paid,REG-01
REV-010866,2025-05-27,2025,Q2,May,DEP-001,CUS-00501,RCAT-004,INV-012992,7975.16,Approved,REG-08
REV-010954,2025-05-27,2025,Q2,May,DEP-010,CUS-00322,RCAT-010,INV-012672,9812.48,Paid,REG-06
REV-013044,2025-05-27,2025,Q2,May,DEP-005,CUS-00546,RCAT-010,INV-009703,9374.87,Paid,REG-07
REV-013139,2025-05-27,2025,Q2,May,DEP-008,CUS-01505,RCAT-009,INV-001542,52664.31,Paid,REG-04
